country,country_code_a3,year,region_name,sub-region_name,group,type,subcategory,unit,source,value
Colombia,COL,2009,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,173.68
Colombia,COL,2009,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,9.7
Colombia,COL,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,11.53
Colombia,COL,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,184.21
Colombia,COL,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,10.43
Colombia,COL,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,8.29
Colombia,COL,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,119.48
Colombia,COL,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,7.04
Colombia,COL,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,10.12
Colombia,COL,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,147.01
Colombia,COL,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,8.9
Colombia,COL,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,15.69
Colombia,COL,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,198.78
Colombia,COL,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,14.35
Colombia,COL,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,15.160000000000002
Colombia,COL,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,200.72
Colombia,COL,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,13.86
Colombia,COL,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,19.31
Colombia,COL,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,235.24
Colombia,COL,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,17.93
Colombia,COL,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,17.98
Colombia,COL,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,222.51
Colombia,COL,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,16.59
Colombia,COL,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,13.119999999999997
Colombia,COL,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,148.34
Colombia,COL,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,11.49
Colombia,COL,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,15.14
Colombia,COL,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,170.73
Colombia,COL,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,13.52
Colombia,COL,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,17.81
Colombia,COL,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,208.19
Colombia,COL,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,16.27
Colombia,COL,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,19.67
Colombia,COL,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,235.81
Colombia,COL,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,18.19
Colombia,COL,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,16.36
Colombia,COL,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,181.07
Colombia,COL,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,14.65
Colombia,COL,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,16.080000000000002
Colombia,COL,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,168.95
Colombia,COL,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,14.280000000000001
Costa Rica,CRI,2000,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.39
Costa Rica,CRI,2000,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,32.12
Costa Rica,CRI,2000,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.22
Costa Rica,CRI,2001,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.42000000000000004
Costa Rica,CRI,2001,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,36.28
Costa Rica,CRI,2001,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.25
Costa Rica,CRI,2002,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.47
Costa Rica,CRI,2002,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,39.08
Costa Rica,CRI,2002,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.29000000000000004
Costa Rica,CRI,2003,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.47000000000000003
Costa Rica,CRI,2003,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,41.15
Costa Rica,CRI,2003,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.30000000000000004
Costa Rica,CRI,2004,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.45
Costa Rica,CRI,2004,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,31.37
Costa Rica,CRI,2004,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.25
Costa Rica,CRI,2005,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.6000000000000001
Costa Rica,CRI,2005,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,49.08
Costa Rica,CRI,2005,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.4
Costa Rica,CRI,2006,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.8099999999999999
Costa Rica,CRI,2006,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,68.77
Costa Rica,CRI,2006,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.5900000000000001
Costa Rica,CRI,2007,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.9199999999999999
Costa Rica,CRI,2007,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,78.39
Costa Rica,CRI,2007,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.7000000000000001
Costa Rica,CRI,2008,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.94
Costa Rica,CRI,2008,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,75.86
Costa Rica,CRI,2008,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.71
Costa Rica,CRI,2009,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.82
Costa Rica,CRI,2009,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,63.99
Costa Rica,CRI,2009,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.5900000000000001
Costa Rica,CRI,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.94
Costa Rica,CRI,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,76.03
Costa Rica,CRI,2010,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.7200000000000001
Costa Rica,CRI,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,1.1
Costa Rica,CRI,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,89.69
Costa Rica,CRI,2011,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.8700000000000001
Costa Rica,CRI,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,1.1099999999999999
Costa Rica,CRI,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,86.57
Costa Rica,CRI,2012,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.8700000000000001
Costa Rica,CRI,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,1.3599999999999999
Costa Rica,CRI,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,109.79
Costa Rica,CRI,2013,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,1.1099999999999999
Costa Rica,CRI,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,1.25
Costa Rica,CRI,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,99.9
Costa Rica,CRI,2014,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,1.01
Costa Rica,CRI,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.6799999999999999
Costa Rica,CRI,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,39.96
Costa Rica,CRI,2015,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.43
Costa Rica,CRI,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.76
Costa Rica,CRI,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,46.08
Costa Rica,CRI,2016,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.5
Costa Rica,CRI,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.67
Costa Rica,CRI,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,36.38
Costa Rica,CRI,2017,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.41
Costa Rica,CRI,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.76
Costa Rica,CRI,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,42.83
Costa Rica,CRI,2018,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.49000000000000005
Costa Rica,CRI,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.74
Costa Rica,CRI,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,40.25
Costa Rica,CRI,2019,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.46
Costa Rica,CRI,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.71
Costa Rica,CRI,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,35.78
Costa Rica,CRI,2020,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.42000000000000004
Costa Rica,CRI,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.73
Costa Rica,CRI,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,33.05
Costa Rica,CRI,2021,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.42
Costa Rica,CRI,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Aggregate fuel,mtCO2,ember,0.76
Costa Rica,CRI,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,CO2 intensity,gCO2/kWh,ember,37.21
Costa Rica,CRI,2022,Americas,Latin America and the Caribbean,oecd,Power sector emissions,Fuel,mtCO2,ember,0.47
Croatia,HRV,2000,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.52
Croatia,HRV,2000,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,299.29
Croatia,HRV,2000,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.37
Croatia,HRV,2001,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.0600000000000005
Croatia,HRV,2001,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,304.62
Croatia,HRV,2001,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.89
Croatia,HRV,2002,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.799999999999999
Croatia,HRV,2002,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,366.64
Croatia,HRV,2002,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.66
Croatia,HRV,2003,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,5.529999999999999
Croatia,HRV,2003,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,409.4
Croatia,HRV,2003,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,5.4
Croatia,HRV,2004,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.4799999999999995
Croatia,HRV,2004,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,309.58
Croatia,HRV,2004,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.3
Croatia,HRV,2005,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.4399999999999995
Croatia,HRV,2005,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,326.95
Croatia,HRV,2005,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.27
Croatia,HRV,2006,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.550000000000001
Croatia,HRV,2006,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,339.78
Croatia,HRV,2006,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.390000000000001
Croatia,HRV,2007,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,5.32
Croatia,HRV,2007,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,415.47
Croatia,HRV,2007,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,5.21
Croatia,HRV,2008,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.919999999999999
Croatia,HRV,2008,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,374.02
Croatia,HRV,2008,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.779999999999999
Croatia,HRV,2009,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.2
Croatia,HRV,2009,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,301.12
Croatia,HRV,2009,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.02
Croatia,HRV,2010,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.05
Croatia,HRV,2010,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,258.28
Croatia,HRV,2010,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.82
Croatia,HRV,2011,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,4.19
Croatia,HRV,2011,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,361.53
Croatia,HRV,2011,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,4.06
Croatia,HRV,2012,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.7600000000000002
Croatia,HRV,2012,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,341.83
Croatia,HRV,2012,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.62
Croatia,HRV,2013,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.63
Croatia,HRV,2013,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,242.29
Croatia,HRV,2013,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.38
Croatia,HRV,2014,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.06
Croatia,HRV,2014,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,207.59
Croatia,HRV,2014,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,2.79
Croatia,HRV,2015,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.0700000000000003
Croatia,HRV,2015,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,253.33
Croatia,HRV,2015,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,2.85
Croatia,HRV,2016,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.5
Croatia,HRV,2016,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,255.94
Croatia,HRV,2016,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.23
Croatia,HRV,2017,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.3
Croatia,HRV,2017,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,257.85
Croatia,HRV,2017,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.04
Croatia,HRV,2018,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.0199999999999996
Croatia,HRV,2018,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,197.79
Croatia,HRV,2018,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,2.68
Croatia,HRV,2019,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.38
Croatia,HRV,2019,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,238.55
Croatia,HRV,2019,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.02
Croatia,HRV,2020,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.49
Croatia,HRV,2020,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,234.14
Croatia,HRV,2020,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.1
Croatia,HRV,2021,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.6400000000000006
Croatia,HRV,2021,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,210.98
Croatia,HRV,2021,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.19
Croatia,HRV,2022,Europe,Southern Europe,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.91
Croatia,HRV,2022,Europe,Southern Europe,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,246.46
Croatia,HRV,2022,Europe,Southern Europe,eu,Power sector emissions,Fuel,mtCO2,ember,3.48
Cyprus,CYP,2000,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.36
Cyprus,CYP,2000,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,700.3
Cyprus,CYP,2000,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.36
Cyprus,CYP,2001,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.49
Cyprus,CYP,2001,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,701.41
Cyprus,CYP,2001,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.49
Cyprus,CYP,2002,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.65
Cyprus,CYP,2002,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,699.21
Cyprus,CYP,2002,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.65
Cyprus,CYP,2003,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.84
Cyprus,CYP,2003,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,701.24
Cyprus,CYP,2003,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.84
Cyprus,CYP,2004,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.94
Cyprus,CYP,2004,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,700.0
Cyprus,CYP,2004,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.94
Cyprus,CYP,2005,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.07
Cyprus,CYP,2005,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,700.91
Cyprus,CYP,2005,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.07
Cyprus,CYP,2006,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.26
Cyprus,CYP,2006,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,701.08
Cyprus,CYP,2006,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.26
Cyprus,CYP,2007,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.41
Cyprus,CYP,2007,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,700.21
Cyprus,CYP,2007,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.41
Cyprus,CYP,2008,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.54
Cyprus,CYP,2008,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,698.23
Cyprus,CYP,2008,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.54
Cyprus,CYP,2009,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.6499999999999995
Cyprus,CYP,2009,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,698.66
Cyprus,CYP,2009,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.6399999999999997
Cyprus,CYP,2010,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.6999999999999997
Cyprus,CYP,2010,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,692.31
Cyprus,CYP,2010,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.69
Cyprus,CYP,2011,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.3499999999999996
Cyprus,CYP,2011,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,678.86
Cyprus,CYP,2011,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.34
Cyprus,CYP,2012,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.1399999999999997
Cyprus,CYP,2012,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,663.14
Cyprus,CYP,2012,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.13
Cyprus,CYP,2013,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.7899999999999996
Cyprus,CYP,2013,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,648.02
Cyprus,CYP,2013,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.78
Cyprus,CYP,2014,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.8399999999999994
Cyprus,CYP,2014,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,652.07
Cyprus,CYP,2014,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.8299999999999996
Cyprus,CYP,2015,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,2.94
Cyprus,CYP,2015,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,643.17
Cyprus,CYP,2015,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,2.9199999999999995
Cyprus,CYP,2016,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.16
Cyprus,CYP,2016,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,642.13
Cyprus,CYP,2016,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.1399999999999997
Cyprus,CYP,2017,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.24
Cyprus,CYP,2017,Asia,Western Asia,eu,Power sector emissions,CO2 intensity,gCO2/kWh,ember,644.0
Cyprus,CYP,2017,Asia,Western Asia,eu,Power sector emissions,Fuel,mtCO2,ember,3.2199999999999998
Cyprus,CYP,2018,Asia,Western Asia,eu,Power sector emissions,Aggregate fuel,mtCO2,ember,3.25
