Country,Year,Country_Code,Region,SubRegion,GasReserves
Other Northern Africa,2019,O-NAFR,,,0.071353328
Other Northern Africa,2020,O-NAFR,,,0.071353328
Other S. & Cent. America,1980,O-SCA,,,0.158639563
Other S. & Cent. America,1981,O-SCA,,,0.152789563
Other S. & Cent. America,1982,O-SCA,,,0.148834078
Other S. & Cent. America,1983,O-SCA,,,0.157609078
Other S. & Cent. America,1984,O-SCA,,,0.152476456
Other S. & Cent. America,1985,O-SCA,,,0.147601456
Other S. & Cent. America,1986,O-SCA,,,0.146368835
Other S. & Cent. America,1987,O-SCA,,,0.145393835
Other S. & Cent. America,1988,O-SCA,,,0.144161214
Other S. & Cent. America,1989,O-SCA,,,0.160478592
Other S. & Cent. America,1990,O-SCA,,,0.157295971
Other S. & Cent. America,1991,O-SCA,,,0.15508835
Other S. & Cent. America,1992,O-SCA,,,0.155805728
Other S. & Cent. America,1993,O-SCA,,,0.153598107
Other S. & Cent. America,1994,O-SCA,,,0.151390485
Other S. & Cent. America,1995,O-SCA,,,0.146257864
Other S. & Cent. America,1996,O-SCA,,,0.141125243
Other S. & Cent. America,1997,O-SCA,,,0.14061
Other S. & Cent. America,1998,O-SCA,,,0.137427379
Other S. & Cent. America,1999,O-SCA,,,0.13671
Other S. & Cent. America,2000,O-SCA,,,0.11835
Other S. & Cent. America,2001,O-SCA,,,0.117375
Other S. & Cent. America,2002,O-SCA,,,0.1164
Other S. & Cent. America,2003,O-SCA,,,0.06966
Other S. & Cent. America,2004,O-SCA,,,0.0643845
Other S. & Cent. America,2005,O-SCA,,,0.0643845
Other S. & Cent. America,2006,O-SCA,,,0.0629154
Other S. & Cent. America,2007,O-SCA,,,0.0655974
Other S. & Cent. America,2008,O-SCA,,,0.06519075
Other S. & Cent. America,2009,O-SCA,,,0.0647322
Other S. & Cent. America,2010,O-SCA,,,0.06073294
Other S. & Cent. America,2011,O-SCA,,,0.0594444
Other S. & Cent. America,2012,O-SCA,,,0.0585469
Other S. & Cent. America,2013,O-SCA,,,0.057165
Other S. & Cent. America,2014,O-SCA,,,0.06073935
Other S. & Cent. America,2015,O-SCA,,,0.05976435
Other S. & Cent. America,2016,O-SCA,,,0.05878935
Other S. & Cent. America,2017,O-SCA,,,0.053599912
Other S. & Cent. America,2018,O-SCA,,,0.053304824
Other S. & Cent. America,2019,O-SCA,,,0.053304824
Other S. & Cent. America,2020,O-SCA,,,0.052823574
Other South America,1980,O-SAM,,,0.158639563
Other South America,1981,O-SAM,,,0.152789563
Other South America,1982,O-SAM,,,0.148834078
Other South America,1983,O-SAM,,,0.157609078
Other South America,1984,O-SAM,,,0.152476456
Other South America,1985,O-SAM,,,0.147601456
Other South America,1986,O-SAM,,,0.146368835
Other South America,1987,O-SAM,,,0.145393835
Other South America,1988,O-SAM,,,0.144161214
Other South America,1989,O-SAM,,,0.140978592
Other South America,1990,O-SAM,,,0.137795971
Other South America,1991,O-SAM,,,0.13558835
Other South America,1992,O-SAM,,,0.136305728
Other South America,1993,O-SAM,,,0.134098107
Other South America,1994,O-SAM,,,0.132865485
Other South America,1995,O-SAM,,,0.127732864
Other South America,1996,O-SAM,,,0.122600243
Other South America,1997,O-SAM,,,0.122085
Other South America,1998,O-SAM,,,0.119877379
Other South America,1999,O-SAM,,,0.11916
Other South America,2000,O-SAM,,,0.1008
Other South America,2001,O-SAM,,,0.099825
Other South America,2002,O-SAM,,,0.09885
Other South America,2003,O-SAM,,,0.05211
Other South America,2004,O-SAM,,,0.0478095
Other South America,2005,O-SAM,,,0.0458595
Other South America,2006,O-SAM,,,0.0443904
Other South America,2007,O-SAM,,,0.0470724
Other South America,2008,O-SAM,,,0.04764075
Other South America,2009,O-SAM,,,0.0481572
Other South America,2010,O-SAM,,,0.04513294
Other South America,2011,O-SAM,,,0.0457944
Other South America,2012,O-SAM,,,0.0458969
Other South America,2013,O-SAM,,,0.04449
Other South America,2014,O-SAM,,,0.04906435
Other South America,2015,O-SAM,,,0.04906435
Other South America,2016,O-SAM,,,0.04906435
Other South America,2017,O-SAM,,,0.043393662
Other South America,2018,O-SAM,,,0.043098574
Other South America,2019,O-SAM,,,0.043098574
Other South America,2020,O-SAM,,,0.043098574
Other Western Africa,1980,O-WAFR,,,0.0
Other Western Africa,1981,O-WAFR,,,0.010725
Other Western Africa,1982,O-WAFR,,,0.043875
Other Western Africa,1983,O-WAFR,,,0.08385
Other Western Africa,1984,O-WAFR,,,0.08775
Other Western Africa,1985,O-WAFR,,,0.0975
Other Western Africa,1986,O-WAFR,,,0.0975
Other Western Africa,1987,O-WAFR,,,0.0975
Other Western Africa,1988,O-WAFR,,,0.0975
Other Western Africa,1989,O-WAFR,,,0.0975
Other Western Africa,1990,O-WAFR,,,0.0975
Other Western Africa,1991,O-WAFR,,,0.038025
Other Western Africa,1992,O-WAFR,,,0.038025
Other Western Africa,1993,O-WAFR,,,0.045825
Other Western Africa,1994,O-WAFR,,,0.047775
Other Western Africa,1995,O-WAFR,,,0.05265
Other Western Africa,1996,O-WAFR,,,0.05265
Other Western Africa,1997,O-WAFR,,,0.05265
Other Western Africa,1998,O-WAFR,,,0.05265
Other Western Africa,1999,O-WAFR,,,0.063375
Other Western Africa,2000,O-WAFR,,,0.076448531
Other Western Africa,2001,O-WAFR,,,0.076442764
Other Western Africa,2002,O-WAFR,,,0.075463898
Other Western Africa,2003,O-WAFR,,,0.074486304
Other Western Africa,2004,O-WAFR,,,0.072534566
Other Western Africa,2005,O-WAFR,,,0.071558397
Other Western Africa,2006,O-WAFR,,,0.071557618
Other Western Africa,2007,O-WAFR,,,0.068632096
Other Western Africa,2008,O-WAFR,,,0.066681744
Other Western Africa,2009,O-WAFR,,,0.094051673
Other Western Africa,2010,O-WAFR,,,0.092368759
Other Western Africa,2011,O-WAFR,,,0.090492667
Other Western Africa,2012,O-WAFR,,,0.089671216
Other Western Africa,2013,O-WAFR,,,0.082351284
Other Western Africa,2014,O-WAFR,,,0.081646217
Other Western Africa,2015,O-WAFR,,,0.08164616
Other Western Africa,2016,O-WAFR,,,0.081097041
Other Western Africa,2017,O-WAFR,,,0.080517228
Other Western Africa,2018,O-WAFR,,,0.079677418
Other Western Africa,2019,O-WAFR,,,0.07876368
Other Western Africa,2020,O-WAFR,,,0.077416789
Pakistan,1980,PAK,Asia Pacific,Asia Pacific,0.291291896
Pakistan,1981,PAK,Asia Pacific,Asia Pacific,0.316370007
Pakistan,1982,PAK,Asia Pacific,Asia Pacific,0.357652434
Pakistan,1983,PAK,Asia Pacific,Asia Pacific,0.304795494
Pakistan,1984,PAK,Asia Pacific,Asia Pacific,0.30402386
Pakistan,1985,PAK,Asia Pacific,Asia Pacific,0.297079153
Pakistan,1986,PAK,Asia Pacific,Asia Pacific,0.360738971
Pakistan,1987,PAK,Asia Pacific,Asia Pacific,0.432115131
Pakistan,1988,PAK,Asia Pacific,Asia Pacific,0.341872516
Pakistan,1989,PAK,Asia Pacific,Asia Pacific,0.347235373
Pakistan,1990,PAK,Asia Pacific,Asia Pacific,0.375187821
Pakistan,1991,PAK,Asia Pacific,Asia Pacific,0.435973302
Pakistan,1992,PAK,Asia Pacific,Asia Pacific,0.47574174
Pakistan,1993,PAK,Asia Pacific,Asia Pacific,0.449684901
Pakistan,1994,PAK,Asia Pacific,Asia Pacific,0.450403177
Pakistan,1995,PAK,Asia Pacific,Asia Pacific,0.408102253
Pakistan,1996,PAK,Asia Pacific,Asia Pacific,0.393427325
Pakistan,1997,PAK,Asia Pacific,Asia Pacific,0.364276374
Pakistan,1998,PAK,Asia Pacific,Asia Pacific,0.404116724
Pakistan,1999,PAK,Asia Pacific,Asia Pacific,0.401452049
Pakistan,2000,PAK,Asia Pacific,Asia Pacific,0.50078379
Pakistan,2001,PAK,Asia Pacific,Asia Pacific,0.516237958
Pakistan,2002,PAK,Asia Pacific,Asia Pacific,0.548214064
Pakistan,2003,PAK,Asia Pacific,Asia Pacific,0.543364948
Pakistan,2004,PAK,Asia Pacific,Asia Pacific,0.580586843
Pakistan,2005,PAK,Asia Pacific,Asia Pacific,0.676827799
Pakistan,2006,PAK,Asia Pacific,Asia Pacific,0.676711241
Pakistan,2007,PAK,Asia Pacific,Asia Pacific,0.668984039
Pakistan,2008,PAK,Asia Pacific,Asia Pacific,0.609118692
Pakistan,2009,PAK,Asia Pacific,Asia Pacific,0.581448798
Pakistan,2010,PAK,Asia Pacific,Asia Pacific,0.551084554
Pakistan,2011,PAK,Asia Pacific,Asia Pacific,0.546197219
Pakistan,2012,PAK,Asia Pacific,Asia Pacific,0.539469892
Pakistan,2013,PAK,Asia Pacific,Asia Pacific,0.485176033
Pakistan,2014,PAK,Asia Pacific,Asia Pacific,0.454838614
Pakistan,2015,PAK,Asia Pacific,Asia Pacific,0.379647051
Pakistan,2016,PAK,Asia Pacific,Asia Pacific,0.364962731
Pakistan,2017,PAK,Asia Pacific,Asia Pacific,0.379843134
Pakistan,2018,PAK,Asia Pacific,Asia Pacific,0.365827059
Pakistan,2019,PAK,Asia Pacific,Asia Pacific,0.394643061
Pakistan,2020,PAK,Asia Pacific,Asia Pacific,0.38478633
Papua New Guinea,1980,PNG,Asia Pacific,Asia Pacific,0.0
Papua New Guinea,1981,PNG,Asia Pacific,Asia Pacific,0.0
Papua New Guinea,1982,PNG,Asia Pacific,Asia Pacific,0.0
Papua New Guinea,1983,PNG,Asia Pacific,Asia Pacific,0.0
Papua New Guinea,1984,PNG,Asia Pacific,Asia Pacific,0.0
Papua New Guinea,1985,PNG,Asia Pacific,Asia Pacific,0.000108988
Papua New Guinea,1986,PNG,Asia Pacific,Asia Pacific,0.000299717
Papua New Guinea,1987,PNG,Asia Pacific,Asia Pacific,0.00058581
Papua New Guinea,1988,PNG,Asia Pacific,Asia Pacific,0.000871904
Papua New Guinea,1989,PNG,Asia Pacific,Asia Pacific,0.001539455
Papua New Guinea,1990,PNG,Asia Pacific,Asia Pacific,0.001641631
Papua New Guinea,1991,PNG,Asia Pacific,Asia Pacific,0.002751946
Papua New Guinea,1992,PNG,Asia Pacific,Asia Pacific,0.002969922
Papua New Guinea,1993,PNG,Asia Pacific,Asia Pacific,0.003732838
Papua New Guinea,1994,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,1995,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,1996,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,1997,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,1998,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,1999,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,2000,PNG,Asia Pacific,Asia Pacific,0.002915428
Papua New Guinea,2001,PNG,Asia Pacific,Asia Pacific,0.002916282
Papua New Guinea,2002,PNG,Asia Pacific,Asia Pacific,0.002760928
Papua New Guinea,2003,PNG,Asia Pacific,Asia Pacific,0.002624653
Papua New Guinea,2004,PNG,Asia Pacific,Asia Pacific,0.002480202
Papua New Guinea,2005,PNG,Asia Pacific,Asia Pacific,0.002333025
Papua New Guinea,2006,PNG,Asia Pacific,Asia Pacific,0.002194025
Papua New Guinea,2007,PNG,Asia Pacific,Asia Pacific,0.002063201
Papua New Guinea,2008,PNG,Asia Pacific,Asia Pacific,0.001921475
Papua New Guinea,2009,PNG,Asia Pacific,Asia Pacific,0.149592934
Papua New Guinea,2010,PNG,Asia Pacific,Asia Pacific,0.149440306
Papua New Guinea,2011,PNG,Asia Pacific,Asia Pacific,0.149290404
Papua New Guinea,2012,PNG,Asia Pacific,Asia Pacific,0.149145952
Papua New Guinea,2013,PNG,Asia Pacific,Asia Pacific,0.14899605
Papua New Guinea,2014,PNG,Asia Pacific,Asia Pacific,0.145610458
Papua New Guinea,2015,PNG,Asia Pacific,Asia Pacific,0.135960241
Papua New Guinea,2016,PNG,Asia Pacific,Asia Pacific,0.202483547
Papua New Guinea,2017,PNG,Asia Pacific,Asia Pacific,0.192085468
Papua New Guinea,2018,PNG,Asia Pacific,Asia Pacific,0.182247493
Papua New Guinea,2019,PNG,Asia Pacific,Asia Pacific,0.176019445
Papua New Guinea,2020,PNG,Asia Pacific,Asia Pacific,0.16314448
Peru,1980,PER,S. & Cent. America,South America,0.0312
Peru,1981,PER,S. & Cent. America,South America,0.0312
Peru,1982,PER,S. & Cent. America,South America,0.026325
Peru,1983,PER,S. & Cent. America,South America,0.02535
Peru,1984,PER,S. & Cent. America,South America,0.024375
Peru,1985,PER,S. & Cent. America,South America,0.026325
Peru,1986,PER,S. & Cent. America,South America,0.053625
Peru,1987,PER,S. & Cent. America,South America,0.3315
Peru,1988,PER,S. & Cent. America,South America,0.3315
Peru,1989,PER,S. & Cent. America,South America,0.3315
Peru,1990,PER,S. & Cent. America,South America,0.330525
Peru,1991,PER,S. & Cent. America,South America,0.334425
Peru,1992,PER,S. & Cent. America,South America,0.31785
Peru,1993,PER,S. & Cent. America,South America,0.3237
Peru,1994,PER,S. & Cent. America,South America,0.3315
Peru,1995,PER,S. & Cent. America,South America,0.195975
Peru,1996,PER,S. & Cent. America,South America,0.195975
Peru,1997,PER,S. & Cent. America,South America,0.19305
Peru,1998,PER,S. & Cent. America,South America,0.240825
Peru,1999,PER,S. & Cent. America,South America,0.240825
Peru,2000,PER,S. & Cent. America,South America,0.240825
Peru,2001,PER,S. & Cent. America,South America,0.240825
Peru,2002,PER,S. & Cent. America,South America,0.240825
Peru,2003,PER,S. & Cent. America,South America,0.240825
Peru,2004,PER,S. & Cent. America,South America,0.316875
Peru,2005,PER,S. & Cent. America,South America,0.321475
Peru,2006,PER,S. & Cent. America,South America,0.319145802
Peru,2007,PER,S. & Cent. America,South America,0.322153723
Peru,2008,PER,S. & Cent. America,South America,0.327114127
Peru,2009,PER,S. & Cent. America,South America,0.327114127
Peru,2010,PER,S. & Cent. America,South America,0.339651413
Peru,2011,PER,S. & Cent. America,South America,0.346138095
Peru,2012,PER,S. & Cent. America,South America,0.41907239
Peru,2013,PER,S. & Cent. America,South America,0.410105505
Peru,2014,PER,S. & Cent. America,South America,0.398631164
Peru,2015,PER,S. & Cent. America,South America,0.383749951
Peru,2016,PER,S. & Cent. America,South America,0.438532437
Peru,2017,PER,S. & Cent. America,South America,0.350907715
Peru,2018,PER,S. & Cent. America,South America,0.289011682
Peru,2019,PER,S. & Cent. America,South America,0.275597188
Peru,2020,PER,S. & Cent. America,South America,0.261442131
Poland,1980,POL,Europe,Europe,0.0767
Poland,1981,POL,Europe,Europe,0.07375
Poland,1982,POL,Europe,Europe,0.0715375
Poland,1983,POL,Europe,Europe,0.069325
Poland,1984,POL,Europe,Europe,0.0671125
Poland,1985,POL,Europe,Europe,0.0708
Poland,1986,POL,Europe,Europe,0.1216875
Poland,1987,POL,Europe,Europe,0.1202125
Poland,1988,POL,Europe,Europe,0.1261125
Poland,1989,POL,Europe,Europe,0.12095
Poland,1990,POL,Europe,Europe,0.1172625
Poland,1991,POL,Europe,Europe,0.1128375
Poland,1992,POL,Europe,Europe,0.116525
Poland,1993,POL,Europe,Europe,0.1143125
Poland,1994,POL,Europe,Europe,0.1143125
Poland,1995,POL,Europe,Europe,0.1128375
Poland,1996,POL,Europe,Europe,0.1098875
Poland,1997,POL,Europe,Europe,0.1143125
Poland,1998,POL,Europe,Europe,0.1039875
Poland,1999,POL,Europe,Europe,0.107675
Poland,2000,POL,Europe,Europe,0.0877625
Poland,2001,POL,Europe,Europe,0.0848125
Poland,2002,POL,Europe,Europe,0.08555
Poland,2003,POL,Europe,Europe,0.081125
Poland,2004,POL,Europe,Europe,0.0803875
Poland,2005,POL,Europe,Europe,0.078175
Poland,2006,POL,Europe,Europe,0.0833375
Poland,2007,POL,Europe,Europe,0.077041064
Poland,2008,POL,Europe,Europe,0.077663166
Poland,2009,POL,Europe,Europe,0.081450488
Poland,2010,POL,Europe,Europe,0.080503631
Poland,2011,POL,Europe,Europe,0.0788085
Poland,2012,POL,Europe,Europe,0.075903617
Poland,2013,POL,Europe,Europe,0.072474842
Poland,2014,POL,Europe,Europe,0.069704936
Poland,2015,POL,Europe,Europe,0.066877867
Poland,2016,POL,Europe,Europe,0.065391685
Poland,2017,POL,Europe,Europe,0.063697845
Poland,2018,POL,Europe,Europe,0.072251532
Poland,2019,POL,Europe,Europe,0.072260086
Poland,2020,POL,Europe,Europe,0.072260086
Qatar,1980,QAT,Middle East,Middle East,2.898
Qatar,1981,QAT,Middle East,Middle East,2.92905
Qatar,1982,QAT,Middle East,Middle East,3.255075
Qatar,1983,QAT,Middle East,Middle East,3.519
Qatar,1984,QAT,Middle East,Middle East,4.4298
Qatar,1985,QAT,Middle East,Middle East,4.5954
Qatar,1986,QAT,Middle East,Middle East,4.5954
Qatar,1987,QAT,Middle East,Middle East,4.5954
Qatar,1988,QAT,Middle East,Middle East,4.782735
Qatar,1989,QAT,Middle East,Middle East,4.7817
Qatar,1990,QAT,Middle East,Middle East,4.776525
Qatar,1991,QAT,Middle East,Middle East,6.65298
Qatar,1992,QAT,Middle East,Middle East,6.947955
Qatar,1993,QAT,Middle East,Middle East,7.31745
Qatar,1994,QAT,Middle East,Middle East,7.31745
Qatar,1995,QAT,Middle East,Middle East,8.7975
Qatar,1996,QAT,Middle East,Middle East,8.7975
Qatar,1997,QAT,Middle East,Middle East,8.7975
Qatar,1998,QAT,Middle East,Middle East,11.2815
Qatar,1999,QAT,Middle East,Middle East,11.547495
Qatar,2000,QAT,Middle East,Middle East,14.948505
Qatar,2001,QAT,Middle East,Middle East,26.685405
Qatar,2002,QAT,Middle East,Middle East,26.685405
Qatar,2003,QAT,Middle East,Middle East,26.230005
Qatar,2004,QAT,Middle East,Middle East,26.248635
Qatar,2005,QAT,Middle East,Middle East,24.9951
Qatar,2006,QAT,Middle East,Middle East,26.43675812
Qatar,2007,QAT,Middle East,Middle East,26.3561906
Qatar,2008,QAT,Middle East,Middle East,26.2528508
Qatar,2009,QAT,Middle East,Middle East,26.20783381
Qatar,2010,QAT,Middle East,Middle East,25.92372264
Qatar,2011,QAT,Middle East,Middle East,25.92372264
Qatar,2012,QAT,Middle East,Middle East,25.75874825
Qatar,2013,QAT,Middle East,Middle East,25.54186949
Qatar,2014,QAT,Middle East,Middle East,25.38653741
Qatar,2015,QAT,Middle East,Middle East,25.14953271
Qatar,2016,QAT,Middle East,Middle East,24.91503823
Qatar,2017,QAT,Middle East,Middle East,24.696135
Qatar,2018,QAT,Middle East,Middle East,24.68096614
Qatar,2019,QAT,Middle East,Middle East,24.66547147
Qatar,2020,QAT,Middle East,Middle East,24.66547147
Romania,1980,ROU,Europe,Europe,0.2925
Romania,1981,ROU,Europe,Europe,0.273
Romania,1982,ROU,Europe,Europe,0.248625
Romania,1983,ROU,Europe,Europe,0.22425
Romania,1984,ROU,Europe,Europe,0.20475
Romania,1985,ROU,Europe,Europe,0.26325
Romania,1986,ROU,Europe,Europe,0.229125
Romania,1987,ROU,Europe,Europe,0.19305
Romania,1988,ROU,Europe,Europe,0.160875
Romania,1989,ROU,Europe,Europe,0.129675
Romania,1990,ROU,Europe,Europe,0.379275
Romania,1991,ROU,Europe,Europe,0.3549
Romania,1992,ROU,Europe,Europe,0.332475
Romania,1993,ROU,Europe,Europe,0.312
Romania,1994,ROU,Europe,Europe,0.2925
Romania,1995,ROU,Europe,Europe,0.273
Romania,1996,ROU,Europe,Europe,0.25545
Romania,1997,ROU,Europe,Europe,0.23985
Romania,1998,ROU,Europe,Europe,0.225225
Romania,1999,ROU,Europe,Europe,0.2106
Romania,2000,ROU,Europe,Europe,0.19695
Romania,2001,ROU,Europe,Europe,0.184275
Romania,2002,ROU,Europe,Europe,0.17355
Romania,2003,ROU,Europe,Europe,0.160875
Romania,2004,ROU,Europe,Europe,0.1482
Romania,2005,ROU,Europe,Europe,0.139425
Romania,2006,ROU,Europe,Europe,0.12675
Romania,2007,ROU,Europe,Europe,0.117
Romania,2008,ROU,Europe,Europe,0.110175
Romania,2009,ROU,Europe,Europe,0.1092
Romania,2010,ROU,Europe,Europe,0.10725
Romania,2011,ROU,Europe,Europe,0.1087125
Romania,2012,ROU,Europe,Europe,0.1161225
Romania,2013,ROU,Europe,Europe,0.110175
Romania,2014,ROU,Europe,Europe,0.106275
Romania,2015,ROU,Europe,Europe,0.100425
Romania,2016,ROU,Europe,Europe,0.09692475
Romania,2017,ROU,Europe,Europe,0.08959275
Romania,2018,ROU,Europe,Europe,0.084825
Romania,2019,ROU,Europe,Europe,0.07886775
Romania,2020,ROU,Europe,Europe,0.07886775
Russian Federation,1991,RUS,CIS,CIS,33.91055284
Russian Federation,1992,RUS,CIS,CIS,34.72989695
Russian Federation,1993,RUS,CIS,CIS,34.73401425
Russian Federation,1994,RUS,CIS,CIS,34.50941515
Russian Federation,1995,RUS,CIS,CIS,33.70468748
Russian Federation,1996,RUS,CIS,CIS,33.4253282
Russian Federation,1997,RUS,CIS,CIS,33.56744392
Russian Federation,1998,RUS,CIS,CIS,33.36404895
Russian Federation,1999,RUS,CIS,CIS,32.94984785
Russian Federation,2000,RUS,CIS,CIS,33.15571321
Russian Federation,2001,RUS,CIS,CIS,33.36157856
Russian Federation,2002,RUS,CIS,CIS,33.91055284
Russian Federation,2003,RUS,CIS,CIS,33.77330927
Russian Federation,2004,RUS,CIS,CIS,33.6360657
Russian Federation,2005,RUS,CIS,CIS,33.77330927
Russian Federation,2006,RUS,CIS,CIS,33.77330927
Russian Federation,2007,RUS,CIS,CIS,33.91055284
Russian Federation,2008,RUS,CIS,CIS,33.97917462
Russian Federation,2009,RUS,CIS,CIS,34.04779641
Russian Federation,2010,RUS,CIS,CIS,34.11641819
Russian Federation,2011,RUS,CIS,CIS,34.45952712
Russian Federation,2012,RUS,CIS,CIS,34.64007103
Russian Federation,2013,RUS,CIS,CIS,34.94399692
Russian Federation,2014,RUS,CIS,CIS,35.04905893
Russian Federation,2015,RUS,CIS,CIS,34.95739983
Russian Federation,2016,RUS,CIS,CIS,34.83325247
Russian Federation,2017,RUS,CIS,CIS,37.88823465
Russian Federation,2018,RUS,CIS,CIS,37.64098801
Russian Federation,2019,RUS,CIS,CIS,37.55674101
Russian Federation,2020,RUS,CIS,CIS,37.39152435
Saudi Arabia,1980,SAU,Middle East,Middle East,3.0240685
Saudi Arabia,1981,SAU,Middle East,Middle East,3.178776
Saudi Arabia,1982,SAU,Middle East,Middle East,3.2605615
Saudi Arabia,1983,SAU,Middle East,Middle East,3.3667715
Saudi Arabia,1984,SAU,Middle East,Middle East,3.4276095
Saudi Arabia,1985,SAU,Middle East,Middle East,3.50265
Saudi Arabia,1986,SAU,Middle East,Middle East,3.81995
Saudi Arabia,1987,SAU,Middle East,Middle East,3.980025
Saudi Arabia,1988,SAU,Middle East,Middle East,4.769
Saudi Arabia,1989,SAU,Middle East,Middle East,4.95748
Saudi Arabia,1990,SAU,Middle East,Middle East,4.961565
Saudi Arabia,1991,SAU,Middle East,Middle East,4.95957
Saudi Arabia,1992,SAU,Middle East,Middle East,4.98636
Saudi Arabia,1993,SAU,Middle East,Middle East,4.98636
Saudi Arabia,1994,SAU,Middle East,Middle East,4.997
Saudi Arabia,1995,SAU,Middle East,Middle East,5.267275
Saudi Arabia,1996,SAU,Middle East,Middle East,5.408635
Saudi Arabia,1997,SAU,Middle East,Middle East,5.5879
Saudi Arabia,1998,SAU,Middle East,Middle East,5.7646
Saudi Arabia,1999,SAU,Middle East,Middle East,5.8387
Saudi Arabia,2000,SAU,Middle East,Middle East,5.98595
Saudi Arabia,2001,SAU,Middle East,Middle East,6.132782
Saudi Arabia,2002,SAU,Middle East,Middle East,6.3137
Saudi Arabia,2003,SAU,Middle East,Middle East,6.4163
Saudi Arabia,2004,SAU,Middle East,Middle East,6.41915
Saudi Arabia,2005,SAU,Middle East,Middle East,6.4809
Saudi Arabia,2006,SAU,Middle East,Middle East,6.71935
Saudi Arabia,2007,SAU,Middle East,Middle East,6.939222489
Saudi Arabia,2008,SAU,Middle East,Middle East,7.074964973
Saudi Arabia,2009,SAU,Middle East,Middle East,7.403157264
Saudi Arabia,2010,SAU,Middle East,Middle East,7.505381093
Saudi Arabia,2011,SAU,Middle East,Middle East,7.60222472
Saudi Arabia,2012,SAU,Middle East,Middle East,7.661406936
Saudi Arabia,2013,SAU,Middle East,Middle East,7.758250563
Saudi Arabia,2014,SAU,Middle East,Middle East,7.908896205
Saudi Arabia,2015,SAU,Middle East,Middle East,8.005739832
Saudi Arabia,2016,SAU,Middle East,Middle East,8.03533094
Saudi Arabia,2017,SAU,Middle East,Middle East,5.65104268
Saudi Arabia,2018,SAU,Middle East,Middle East,5.892755976
Saudi Arabia,2019,SAU,Middle East,Middle East,5.984545835
Saudi Arabia,2020,SAU,Middle East,Middle East,6.019120015
Syria,1980,SYR,Middle East,Middle East,0.08775
Syria,1981,SYR,Middle East,Middle East,0.08775
Syria,1982,SYR,Middle East,Middle East,0.100425
Syria,1983,SYR,Middle East,Middle East,0.1014
Syria,1984,SYR,Middle East,Middle East,0.1014
Syria,1985,SYR,Middle East,Middle East,0.1209
Syria,1986,SYR,Middle East,Middle East,0.13845
Syria,1987,SYR,Middle East,Middle East,0.121875
Syria,1988,SYR,Middle East,Middle East,0.110175
Syria,1989,SYR,Middle East,Middle East,0.153075
Syria,1990,SYR,Middle East,Middle East,0.17745
Syria,1991,SYR,Middle East,Middle East,0.195
Syria,1992,SYR,Middle East,Middle East,0.195
Syria,1993,SYR,Middle East,Middle East,0.221325
Syria,1994,SYR,Middle East,Middle East,0.229125
Syria,1995,SYR,Middle East,Middle East,0.229125
Syria,1996,SYR,Middle East,Middle East,0.229125
Syria,1997,SYR,Middle East,Middle East,0.23205
Syria,1998,SYR,Middle East,Middle East,0.23205
Syria,1999,SYR,Middle East,Middle East,0.234975
Syria,2000,SYR,Middle East,Middle East,0.234975
Syria,2001,SYR,Middle East,Middle East,0.234975
Syria,2002,SYR,Middle East,Middle East,0.24375
Syria,2003,SYR,Middle East,Middle East,0.28275
Syria,2004,SYR,Middle East,Middle East,0.28275
Syria,2005,SYR,Middle East,Middle East,0.277875
Syria,2006,SYR,Middle East,Middle East,0.273
Syria,2007,SYR,Middle East,Middle East,0.268125
Syria,2008,SYR,Middle East,Middle East,0.26325
Syria,2009,SYR,Middle East,Middle East,0.2686125
Syria,2010,SYR,Middle East,Middle East,0.2686125
Syria,2011,SYR,Middle East,Middle East,0.277875
Syria,2012,SYR,Middle East,Middle East,0.2686125
Syria,2013,SYR,Middle East,Middle East,0.277875
Syria,2014,SYR,Middle East,Middle East,0.2686125
Syria,2015,SYR,Middle East,Middle East,0.2686125
Syria,2016,SYR,Middle East,Middle East,0.2686125
Syria,2017,SYR,Middle East,Middle East,0.2686125
Syria,2018,SYR,Middle East,Middle East,0.2686125
Syria,2019,SYR,Middle East,Middle East,0.2686125
Syria,2020,SYR,Middle East,Middle East,0.2686125
Thailand,1980,THA,Asia Pacific,Asia Pacific,0.2847
Thailand,1981,THA,Asia Pacific,Asia Pacific,0.39195
Thailand,1982,THA,Asia Pacific,Asia Pacific,0.34125
Thailand,1983,THA,Asia Pacific,Asia Pacific,0.1638
Thailand,1984,THA,Asia Pacific,Asia Pacific,0.20475
Thailand,1985,THA,Asia Pacific,Asia Pacific,0.21255
Thailand,1986,THA,Asia Pacific,Asia Pacific,0.1989
Thailand,1987,THA,Asia Pacific,Asia Pacific,0.1794
Thailand,1988,THA,Asia Pacific,Asia Pacific,0.190125
Thailand,1989,THA,Asia Pacific,Asia Pacific,0.223275
Thailand,1990,THA,Asia Pacific,Asia Pacific,0.2184
Thailand,1991,THA,Asia Pacific,Asia Pacific,0.23985
Thailand,1992,THA,Asia Pacific,Asia Pacific,0.225225
Thailand,1993,THA,Asia Pacific,Asia Pacific,0.176475
