period,productId,productName,activityId,activityName,countryRegionId,countryRegionName,countryRegionTypeId,countryRegionTypeName,dataFlagId,dataFlagDescription,unitName,value,unit
1997,64,Kerosene,2,Consumption,REU,Reunion,c,Country,,,thousand barrels per day,1.3,TBPD
2000,68,Other petroleum liquids,2,Consumption,ASM,American Samoa,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.0972677595628415,TBPD
2000,54,Refined petroleum products,2,Consumption,NRU,Nauru,c,Country,,,thousand barrels per day,0.720459016393443,TBPD
2000,36,"Solar, tide, wave, fuel cell",7,Capacity,BHS,The Bahamas,c,Country,,,million kilowatts,0,MK
2000,63,Jet fuel,1,Production,DMA,Dominica,c,Country,,,thousand barrels per day,0,TBPD
1993,26,Dry natural gas,4,Exports,SHN,Saint Helena,c,Country,,,billion cubic feet,0,BCF
1993,53,Total petroleum and other liquids,1,Production,FJI,Fiji,c,Country,,,thousand barrels per day,0,TBPD
1993,64,Kerosene,2,Consumption,NIC,Nicaragua,c,Country,,,thousand barrels per day,0.5,TBPD
1992,57,Crude oil including lease condensate,6,Reserves,GAB,Gabon,c,Country,,,billion barrels,0.73,BB
1998,8499,Ethane,3,Imports,ATA,Antarctica,c,Country,,,thousand barrels per day,0,TBPD
1992,6899,LPG,2,Consumption,ASM,American Samoa,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.03169,TBPD
1993,6899,LPG,2,Consumption,ATA,Antarctica,c,Country,,,thousand barrels per day,0,TBPD
1992,6899,LPG,2,Consumption,KHM,Cambodia,c,Country,,,thousand barrels per day,0,TBPD
1998,8499,Ethane,3,Imports,USIQ,U.S. Pacific Islands,c,Country,,,thousand barrels per day,0,TBPD
1996,29,Renewables,12,Generation,BHS,The Bahamas,c,Country,,,quadrillion Btu,0,QBTU
2000,27,Nuclear,12,Generation,EGY,Egypt,c,Country,,,billion kilowatthours,0,BKWH
1998,28,Fossil fuels,12,Generation,GAB,Gabon,c,Country,,,billion kilowatthours,0.464,BKWH
1996,28,Fossil fuels,12,Generation,GLP,Guadeloupe,c,Country,,,billion kilowatthours,1.06,BKWH
1999,28,Fossil fuels,12,Generation,MRT,Mauritania,c,Country,,,billion kilowatthours,0.173,BKWH
1994,33,Hydroelectricity,12,Generation,ETH,Ethiopia,c,Country,,,billion kilowatthours,1.34,BKWH
1994,33,Hydroelectricity,12,Generation,KEN,Kenya,c,Country,,,billion kilowatthours,3.037,BKWH
1996,33,Hydroelectricity,12,Generation,ATA,Antarctica,c,Country,,,billion kilowatthours,0,BKWH
1993,36,"Solar, tide, wave, fuel cell",12,Generation,EURA,Eurasia,r,Region,,,billion kilowatthours,0,BKWH
1996,8499,Ethane,4,Exports,RUS,Russia,c,Country,,,thousand barrels per day,0,TBPD
1996,8399,Ethane (non refinery),1,Production,SHN,Saint Helena,c,Country,,,thousand barrels per day,0,TBPD
1993,26,Dry natural gas,1,Production,POL,Poland,c,Country,,,quadrillion Btu,0.14430789639,QBTU
1993,26,Dry natural gas,1,Production,AUT,Austria,c,Country,,,quadrillion Btu,0.053371,QBTU
1992,80,Fuel ethanol,2,Consumption,NAM,Namibia,c,Country,,,quadrillion Btu,0,QBTU
1992,82,Hydroelectric pumped storage,7,Capacity,JOR,Jordan,c,Country,,,million kilowatts,0,MK
1995,82,Hydroelectric pumped storage,7,Capacity,MEX,Mexico,c,Country,,,million kilowatts,0,MK
1993,27,Nuclear,7,Capacity,BLR,Belarus,c,Country,,,million kilowatts,0,MK
1994,27,Nuclear,7,Capacity,MOZ,Mozambique,c,Country,,,million kilowatts,0,MK
1996,27,Nuclear,7,Capacity,COL,Colombia,c,Country,,,million kilowatts,0,MK
1994,26,Dry natural gas,2,Consumption,OPSA,OPEC - South America,r,Region,,,billion cubic feet,876.16,BCF
1997,65,Distillate fuel oil,13,Bunker,EURO,Europe,r,Region,,,thousand barrels per day,219.1,TBPD
1995,64,Kerosene,2,Consumption,OENA,OECD - North America,r,Region,,,thousand barrels per day,71.22739769863014,TBPD
1997,67,Liquefied Petroleum Gases,2,Consumption,CSAM,Central & South America,r,Region,,,thousand barrels per day,446.4524431699201,TBPD
1993,26,Dry natural gas,3,Imports,NOEC,Non-OECD,r,Region,,,billion cubic feet,6228.782572479742,BCF
1993,26,Dry natural gas,1,Production,MDA,Moldova,c,Country,,,quadrillion Btu,0,QBTU
1993,26,Dry natural gas,3,Imports,FRA,France,c,Country,,,quadrillion Btu,1.13466616,QBTU
1994,29,Renewables,7,Capacity,KHM,Cambodia,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million kilowatts,0.01,MK
1994,43,Vented and flared natural gas,1,Production,LKA,Sri Lanka,c,Country,,,billion cubic feet,0,BCF
1998,54,Refined petroleum products,1,Production,MWI,Malawi,c,Country,,,thousand barrels per day,0,TBPD
1998,62,Motor gasoline,2,Consumption,SLV,El Salvador,c,Country,,,thousand barrels per day,8,TBPD
1998,55,"Crude oil, NGPL, and other liquids",1,Production,KNA,Saint Kitts and Nevis,c,Country,,,thousand barrels per day,0,TBPD
1998,5,Petroleum and other liquids,2,Consumption,CMR,Cameroon,c,Country,,,thousand barrels per day,23.4,TBPD
1998,80,Fuel ethanol,1,Production,NER,Niger,c,Country,,,thousand barrels per day,0,TBPD
1992,62,Motor gasoline,2,Consumption,CSAM,Central & South America,r,Region,,,thousand barrels per day,1031.8376684228672,TBPD
1994,3,Gross natural gas,1,Production,EURO,Europe,r,Region,,,billion cubic feet,10468.921635,BCF
1999,26,Dry natural gas,3,Imports,AUT,Austria,c,Country,,,quadrillion Btu,0.22888739202,QBTU
1999,80,Fuel ethanol,2,Consumption,CUB,Cuba,c,Country,,,quadrillion Btu,0.0011704455,QBTU
1996,80,Fuel ethanol,2,Consumption,IDN,Indonesia,c,Country,,,thousand barrels per day,0,TBPD
1999,29,Renewables,7,Capacity,BDI,Burundi,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million kilowatts,0.043,MK
1996,43,Vented and flared natural gas,1,Production,ETH,Ethiopia,c,Country,,,billion cubic feet,0,BCF
1999,65,Distillate fuel oil,1,Production,RWA,Rwanda,c,Country,,,thousand barrels per day,0,TBPD
1996,2,Electricity,7,Capacity,IND,India,c,Country,,,million kilowatts,97.716,MK
1999,65,Distillate fuel oil,2,Consumption,URY,Uruguay,c,Country,,,thousand barrels per day,19,TBPD
1996,54,Refined petroleum products,1,Production,MYS,Malaysia,c,Country,,,thousand barrels per day,343,TBPD
1996,26,Dry natural gas,1,Production,TLS,Timor-Leste ,c,Country,3.0,The country does not exist during a given statistical time period,billion cubic feet,--,BCF
1997,63,Jet fuel,1,Production,GUF,French Guiana,c,Country,,,thousand barrels per day,0,TBPD
1997,66,Residual fuel oil,1,Production,USA,United States,c,Country,,,thousand barrels per day,707.643835616438,TBPD
2000,65,Distillate fuel oil,1,Production,ESH,Western Sahara,c,Country,,,thousand barrels per day,0,TBPD
2000,68,Other petroleum liquids,1,Production,GTM,Guatemala,c,Country,,,thousand barrels per day,1.0730717704918,TBPD
1995,36,"Solar, tide, wave, fuel cell",12,Generation,CAN,Canada,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,0.000381544,QBTU
1998,2,Electricity,23,Net imports,ARE,United Arab Emirates,c,Country,,,quadrillion Btu,0,QBTU
1993,13,Liquefied petroleum gases and ethane,4,Exports,TKM,Turkmenistan,c,Country,,,thousand barrels per day,0,TBPD
1995,13,Liquefied petroleum gases and ethane,2,Consumption,CIV,Cote d'Ivoire,c,Country,,,thousand barrels per day,1,TBPD
1996,13,Liquefied petroleum gases and ethane,1,Production,YEM,Yemen,c,Country,,,thousand barrels per day,13,TBPD
1992,13,Liquefied petroleum gases and ethane,3,Imports,MDG,Madagascar,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.06338,TBPD
1995,13,Liquefied petroleum gases and ethane,4,Exports,GMB,"Gambia, The",c,Country,,,thousand barrels per day,0,TBPD
1995,13,Liquefied petroleum gases and ethane,2,Consumption,VNM,Vietnam,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.00111,TBPD
2000,13,Liquefied petroleum gases and ethane,2,Consumption,SGP,Singapore,c,Country,,,thousand barrels per day,7.8,TBPD
1999,13,Liquefied petroleum gases and ethane,3,Imports,PAN,Panama,c,Country,,,thousand barrels per day,2.2,TBPD
1998,13,Liquefied petroleum gases and ethane,3,Imports,ATA,Antarctica,c,Country,,,thousand barrels per day,0,TBPD
1994,13,Liquefied petroleum gases and ethane,1,Production,BHS,The Bahamas,c,Country,,,thousand barrels per day,0,TBPD
1999,13,Liquefied petroleum gases and ethane,2,Consumption,LSO,Lesotho,c,Country,,,thousand barrels per day,0,TBPD
1996,13,Liquefied petroleum gases and ethane,4,Exports,JAM,Jamaica,c,Country,,,thousand barrels per day,0,TBPD
1999,13,Liquefied petroleum gases and ethane,4,Exports,PER,Peru,c,Country,,,thousand barrels per day,0,TBPD
1995,13,Liquefied petroleum gases and ethane,2,Consumption,LKA,Sri Lanka,c,Country,,,thousand barrels per day,2.6,TBPD
1994,13,Liquefied petroleum gases and ethane,3,Imports,CRI,Costa Rica,c,Country,,,thousand barrels per day,1.8,TBPD
1994,13,Liquefied petroleum gases and ethane,2,Consumption,MNE,Montenegro,c,Country,3.0,The country does not exist during a given statistical time period,thousand barrels per day,--,TBPD
2000,13,Liquefied petroleum gases and ethane,4,Exports,ERI,Eritrea,c,Country,,,thousand barrels per day,0,TBPD
1993,13,Liquefied petroleum gases and ethane,4,Exports,TCA,Turks and Caicos Islands,c,Country,,,thousand barrels per day,0,TBPD
1995,13,Liquefied petroleum gases and ethane,4,Exports,NPL,Nepal,c,Country,,,thousand barrels per day,0,TBPD
1992,13,Liquefied petroleum gases and ethane,3,Imports,ESP,Spain,c,Country,,,thousand barrels per day,24,TBPD
1998,43,Vented and flared natural gas,1,Production,LAO,Laos,c,Country,,,billion cubic feet,0,BCF
1998,55,"Crude oil, NGPL, and other liquids",1,Production,UKR,Ukraine,c,Country,,,thousand barrels per day,88,TBPD
1998,65,Distillate fuel oil,13,Bunker,CHL,Chile,c,Country,,,thousand barrels per day,0.2,TBPD
1995,63,Jet fuel,2,Consumption,SLB,Solomon Islands,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.04345,TBPD
1995,66,Residual fuel oil,13,Bunker,KEN,Kenya,c,Country,,,thousand barrels per day,0.9,TBPD
1997,36,"Solar, tide, wave, fuel cell",12,Generation,OECD,OECD,r,Region,,,billion kilowatthours,2.093229588,BKWH
1996,29,Renewables,12,Generation,OMN,Oman,c,Country,,,billion kilowatthours,0,BKWH
1998,2,Electricity,23,Net imports,ARE,United Arab Emirates,c,Country,,,billion kilowatthours,0,BKWH
1995,34,Non-hydroelectric renewables,12,Generation,KGZ,Kyrgyzstan,c,Country,,,billion kilowatthours,0,BKWH
1992,29,Renewables,12,Generation,MDA,Moldova,c,Country,,,quadrillion Btu,0.00263721,QBTU
1992,33,Hydroelectricity,12,Generation,SYR,Syria,c,Country,,,quadrillion Btu,0.027033988,QBTU
1992,33,Hydroelectricity,12,Generation,DEUW,"Germany, West",c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1994,33,Hydroelectricity,12,Generation,LVA,Latvia,c,Country,,,quadrillion Btu,0.033753952,QBTU
1995,2,Electricity,2,Consumption,MDA,Moldova,c,Country,,,billion kilowatthours,6.093,BKWH
1995,38,Biomass and waste,12,Generation,KHM,Cambodia,c,Country,,,billion kilowatthours,0,BKWH
1994,2,Electricity,23,Net imports,PYF,French Polynesia,c,Country,,,billion kilowatthours,0,BKWH
1992,82,Hydroelectric pumped storage,12,Generation,MAC,Macau,c,Country,,,billion kilowatthours,0,BKWH
1992,36,"Solar, tide, wave, fuel cell",12,Generation,UGA,Uganda,c,Country,,,billion kilowatthours,0,BKWH
1995,35,Geothermal,12,Generation,YEM,Yemen,c,Country,,,billion kilowatthours,0,BKWH
2000,33,Hydroelectricity,12,Generation,VIR,U.S. Virgin Islands,c,Country,,,billion kilowatthours,0,BKWH
1994,38,Biomass and waste,12,Generation,NGA,Nigeria,c,Country,,,billion kilowatthours,0,BKWH
2000,38,Biomass and waste,12,Generation,WAK,Wake Island,c,Country,,,billion kilowatthours,0,BKWH
2000,38,Biomass and waste,12,Generation,NER,Niger,c,Country,,,billion kilowatthours,0,BKWH
1995,34,Non-hydroelectric renewables,12,Generation,WSM,Samoa,c,Country,,,quadrillion Btu,0,QBTU
1998,2,Electricity,23,Net imports,BOL,Bolivia,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,2.0472e-05,QBTU
1998,34,Non-hydroelectric renewables,12,Generation,AZE,Azerbaijan,c,Country,,,quadrillion Btu,0,QBTU
1995,59,Other liquids,1,Production,ISR,Israel,c,Country,,,thousand barrels per day,0,TBPD
1999,54,Refined petroleum products,1,Production,ERI,Eritrea,c,Country,,,thousand barrels per day,0,TBPD
2000,80,Fuel ethanol,1,Production,IRL,Ireland,c,Country,,,thousand barrels per day,0,TBPD
1996,13,Liquefied petroleum gases and ethane,4,Exports,BGD,Bangladesh,c,Country,,,thousand barrels per day,0,TBPD
1993,13,Liquefied petroleum gases and ethane,4,Exports,ITA,Italy,c,Country,,,thousand barrels per day,7.4,TBPD
1998,13,Liquefied petroleum gases and ethane,4,Exports,KWT,Kuwait,c,Country,,,thousand barrels per day,96,TBPD
1992,13,Liquefied petroleum gases and ethane,1,Production,GLP,Guadeloupe,c,Country,,,thousand barrels per day,0,TBPD
1995,13,Liquefied petroleum gases and ethane,3,Imports,CYM,Cayman Islands,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.09508,TBPD
1992,13,Liquefied petroleum gases and ethane,2,Consumption,THA,Thailand,c,Country,,,thousand barrels per day,35,TBPD
1999,13,Liquefied petroleum gases and ethane,1,Production,UZB,Uzbekistan,c,Country,,,thousand barrels per day,0.5,TBPD
1999,13,Liquefied petroleum gases and ethane,4,Exports,BLR,Belarus,c,Country,,,thousand barrels per day,1.2,TBPD
1994,13,Liquefied petroleum gases and ethane,4,Exports,BOL,Bolivia,c,Country,,,thousand barrels per day,0.5,TBPD
1993,13,Liquefied petroleum gases and ethane,4,Exports,IRL,Ireland,c,Country,,,thousand barrels per day,0,TBPD
1996,13,Liquefied petroleum gases and ethane,4,Exports,RUS,Russia,c,Country,,,thousand barrels per day,44,TBPD
2000,13,Liquefied petroleum gases and ethane,1,Production,REU,Reunion,c,Country,,,thousand barrels per day,0,TBPD
1993,13,Liquefied petroleum gases and ethane,4,Exports,MSR,Montserrat,c,Country,,,thousand barrels per day,0,TBPD
1999,13,Liquefied petroleum gases and ethane,1,Production,BEN,Benin,c,Country,,,thousand barrels per day,0,TBPD
1997,13,Liquefied petroleum gases and ethane,2,Consumption,ALB,Albania,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.01172,TBPD
1998,13,Liquefied petroleum gases and ethane,2,Consumption,GLP,Guadeloupe,c,Country,,,thousand barrels per day,0.6,TBPD
1993,13,Liquefied petroleum gases and ethane,2,Consumption,COG,Congo-Brazzaville,c,Country,,,thousand barrels per day,0.1,TBPD
1993,13,Liquefied petroleum gases and ethane,1,Production,PAN,Panama,c,Country,,,thousand barrels per day,0.3,TBPD
1999,36,"Solar, tide, wave, fuel cell",12,Generation,SVN,Slovenia,c,Country,,,billion kilowatthours,0,BKWH
1998,2,Electricity,23,Net imports,AFG,Afghanistan,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,0.0003412,QBTU
1999,29,Renewables,12,Generation,TTO,Trinidad and Tobago,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,0.000184068,QBTU
2000,29,Renewables,12,Generation,LBR,Liberia,c,Country,,,quadrillion Btu,0,QBTU
1997,34,Non-hydroelectric renewables,12,Generation,NOR,Norway,c,Country,,,quadrillion Btu,0.002931131,QBTU
1994,116,Solar,12,Generation,HTI,Haiti,c,Country,,,quadrillion Btu,0,QBTU
1996,116,Solar,12,Generation,GMB,"Gambia, The",c,Country,,,quadrillion Btu,0,QBTU
2000,116,Solar,12,Generation,VNM,Vietnam,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,1.0201e-05,QBTU
2000,116,Solar,12,Generation,CIV,Cote d'Ivoire,c,Country,,,quadrillion Btu,0,QBTU
1992,117,Tide and wave,12,Generation,COK,Cook Islands,c,Country,,,quadrillion Btu,0,QBTU
1998,117,Tide and wave,12,Generation,VEN,Venezuela,c,Country,,,quadrillion Btu,0,QBTU
1999,117,Tide and wave,12,Generation,DJI,Djibouti,c,Country,,,quadrillion Btu,0,QBTU
1995,26,Dry natural gas,1,Production,MWI,Malawi,c,Country,,,quadrillion Btu,0,QBTU
1998,21,Metallurgical coke,4,Exports,USA,United States,c,Country,,,thousand short tons,1128.76544,TST
1992,21,Metallurgical coke,2,Consumption,ZAF,South Africa,c,Country,,,thousand short tons,3180.7419273707,TST
1997,21,Metallurgical coke,2,Consumption,THA,Thailand,c,Country,,,thousand short tons,97.44676356382,TST
1998,21,Metallurgical coke,2,Consumption,BHR,Bahrain,c,Country,,,thousand short tons,0,TST
1993,21,Metallurgical coke,1,Production,MKD,North Macedonia,c,Country,,,thousand short tons,0,TST
1996,21,Metallurgical coke,1,Production,YUG,Former Yugoslavia,c,Country,3.0,The country does not exist during a given statistical time period,thousand short tons,--,TST
1995,21,Metallurgical coke,1,Production,HRV,Croatia,c,Country,,,thousand short tons,0,TST
1997,21,Metallurgical coke,3,Imports,ESP,Spain,c,Country,,,thousand short tons,188.49501,TST
1998,21,Metallurgical coke,3,Imports,XKS,Kosovo,c,Country,3.0,The country does not exist during a given statistical time period,thousand short tons,--,TST
2000,21,Metallurgical coke,4,Exports,TJK,Tajikistan,c,Country,,,thousand short tons,0,TST
1993,21,Metallurgical coke,4,Exports,OMN,Oman,c,Country,,,thousand short tons,0,TST
1998,21,Metallurgical coke,4,Exports,GBR,United Kingdom,c,Country,,,thousand short tons,318.56759,TST
1994,21,Metallurgical coke,2,Consumption,TON,Tonga,c,Country,,,thousand short tons,0,TST
1994,21,Metallurgical coke,2,Consumption,GBR,United Kingdom,c,Country,,,thousand short tons,7343.58922,TST
1996,21,Metallurgical coke,2,Consumption,TJK,Tajikistan,c,Country,,,thousand short tons,1.98491528697,TST
1993,56,Refinery processing gain,1,Production,WORL,World,r,Region,,,thousand barrels per day,1234.622087671233,TBPD
1998,55,"Crude oil, NGPL, and other liquids",1,Production,NOEC,Non-OECD,r,Region,,,thousand barrels per day,51342.15178082192,TBPD
1995,5,Petroleum and other liquids,2,Consumption,NOEC,Non-OECD,r,Region,,,thousand barrels per day,24105.50259893315,TBPD
1995,54,Refined petroleum products,2,Consumption,ASOC,Asia & Oceania,r,Region,,,thousand barrels per day,17884.957167,TBPD
1998,5,Petroleum and other liquids,2,Consumption,CSAM,Central & South America,r,Region,,,thousand barrels per day,4996.584716843836,TBPD
1996,82,Hydroelectric pumped storage,7,Capacity,BIH,Bosnia and Herzegovina,c,Country,,,million kilowatts,0.42,MK
1997,26,Dry natural gas,2,Consumption,MOZ,Mozambique,c,Country,,,billion cubic feet,0,BCF
1997,48,Reinjected natural gas,1,Production,DEUW,"Germany, West",c,Country,3.0,The country does not exist during a given statistical time period,billion cubic feet,--,BCF
2000,79,Biofuels,1,Production,PHL,Philippines,c,Country,,,thousand barrels per day,0,TBPD
1996,58,NGPL,1,Production,IRN,Iran,c,Country,,,thousand barrels per day,60,TBPD
1993,67,Liquefied Petroleum Gases,1,Production,NER,Niger,c,Country,,,thousand barrels per day,0,TBPD
1993,67,Liquefied Petroleum Gases,2,Consumption,REU,Reunion,c,Country,,,thousand barrels per day,0.8,TBPD
1999,67,Liquefied Petroleum Gases,1,Production,AGO,Angola,c,Country,,,thousand barrels per day,0.9,TBPD
1999,5,Petroleum and other liquids,2,Consumption,USIQ,U.S. Pacific Islands,c,Country,,,thousand barrels per day,1.985917808219178,TBPD
1997,48,Reinjected natural gas,1,Production,LBY,Libya,c,Country,,,billion cubic feet,137.37535,BCF
1997,26,Dry natural gas,1,Production,OEEU,OECD - Europe,r,Region,,,quadrillion Btu,9.938712704305,QBTU
1993,26,Dry natural gas,3,Imports,NOEC,Non-OECD,r,Region,,,quadrillion Btu,6.42818915875,QBTU
1994,80,Fuel ethanol,2,Consumption,EURO,Europe,r,Region,,,quadrillion Btu,0.001040396,QBTU
1994,80,Fuel ethanol,2,Consumption,EURO,Europe,r,Region,,,thousand barrels per day,0.8,TBPD
1997,26,Dry natural gas,2,Consumption,QAT,Qatar,c,Country,,,quadrillion Btu,0.5376136647,QBTU
1994,26,Dry natural gas,2,Consumption,GIN,Guinea,c,Country,,,quadrillion Btu,0,QBTU
1997,35,Geothermal,12,Generation,LKA,Sri Lanka,c,Country,,,quadrillion Btu,0,QBTU
1993,37,Wind,12,Generation,JAM,Jamaica,c,Country,,,quadrillion Btu,0,QBTU
1992,37,Wind,12,Generation,URY,Uruguay,c,Country,,,quadrillion Btu,0,QBTU
1997,37,Wind,12,Generation,SUR,Suriname,c,Country,,,quadrillion Btu,0,QBTU
1998,38,Biomass and waste,12,Generation,MKD,North Macedonia,c,Country,,,quadrillion Btu,0,QBTU
1996,82,Hydroelectric pumped storage,7,Capacity,EST,Estonia,c,Country,,,million kilowatts,0,MK
1996,82,Hydroelectric pumped storage,7,Capacity,DEUW,"Germany, West",c,Country,3.0,The country does not exist during a given statistical time period,million kilowatts,--,MK
1999,82,Hydroelectric pumped storage,7,Capacity,XKS,Kosovo,c,Country,3.0,The country does not exist during a given statistical time period,million kilowatts,--,MK
1995,62,Motor gasoline,2,Consumption,LVA,Latvia,c,Country,,,thousand barrels per day,9.534247,TBPD
1997,63,Jet fuel,1,Production,VEN,Venezuela,c,Country,,,thousand barrels per day,111,TBPD
1997,67,Liquefied Petroleum Gases,2,Consumption,CMR,Cameroon,c,Country,,,thousand barrels per day,0.8,TBPD
1997,66,Residual fuel oil,1,Production,TON,Tonga,c,Country,,,thousand barrels per day,0,TBPD
1995,80,Fuel ethanol,2,Consumption,LSO,Lesotho,c,Country,,,thousand barrels per day,0,TBPD
1992,65,Distillate fuel oil,1,Production,MOZ,Mozambique,c,Country,,,thousand barrels per day,0,TBPD
1998,65,Distillate fuel oil,13,Bunker,ZWE,Zimbabwe,c,Country,,,thousand barrels per day,0,TBPD
2000,36,"Solar, tide, wave, fuel cell",7,Capacity,OMN,Oman,c,Country,,,million kilowatts,0,MK
2000,80,Fuel ethanol,1,Production,TCA,Turks and Caicos Islands,c,Country,,,thousand barrels per day,0,TBPD
1998,54,Refined petroleum products,2,Consumption,BLR,Belarus,c,Country,,,thousand barrels per day,170.8,TBPD
1995,57,Crude oil including lease condensate,6,Reserves,CAN,Canada,c,Country,,,billion barrels,5.037984,BB
1995,63,Jet fuel,2,Consumption,LAO,Laos,c,Country,,,thousand barrels per day,0.2,TBPD
1999,65,Distillate fuel oil,13,Bunker,BMU,Bermuda,c,Country,,,thousand barrels per day,0.3,TBPD
1999,29,Renewables,7,Capacity,BMU,Bermuda,c,Country,,,million kilowatts,0,MK
1999,3,Gross natural gas,1,Production,IND,India,c,Country,,,billion cubic feet,867.3364,BCF
1996,43,Vented and flared natural gas,1,Production,KEN,Kenya,c,Country,,,billion cubic feet,0,BCF
1996,65,Distillate fuel oil,13,Bunker,BEN,Benin,c,Country,,,thousand barrels per day,0.4,TBPD
1996,57,Crude oil including lease condensate,1,Production,MSR,Montserrat,c,Country,,,thousand barrels per day,0,TBPD
1996,29,Renewables,7,Capacity,BEN,Benin,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million kilowatts,0.033,MK
1997,80,Fuel ethanol,1,Production,BWA,Botswana,c,Country,,,thousand barrels per day,0,TBPD
1997,59,Other liquids,1,Production,GUF,French Guiana,c,Country,,,thousand barrels per day,0,TBPD
1994,59,Other liquids,1,Production,LBR,Liberia,c,Country,,,thousand barrels per day,0,TBPD
1994,65,Distillate fuel oil,2,Consumption,JOR,Jordan,c,Country,,,thousand barrels per day,20,TBPD
1994,66,Residual fuel oil,2,Consumption,SWZ,Eswatini,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",thousand barrels per day,0.01259,TBPD
1995,26,Dry natural gas,2,Consumption,PER,Peru,c,Country,,,quadrillion Btu,0.03050836,QBTU
2000,36,"Solar, tide, wave, fuel cell",12,Generation,DOM,Dominican Republic,c,Country,,,billion kilowatthours,0,BKWH
1996,116,Solar,12,Generation,NPL,Nepal,c,Country,,,billion kilowatthours,0,BKWH
1992,58,NGPL,1,Production,NLD,Netherlands,c,Country,,,quadrillion Btu,0.020683026,QBTU
1993,2,Electricity,4,Exports,BGR,Bulgaria,c,Country,,,quadrillion Btu,0.00518624,QBTU
1993,2,Electricity,4,Exports,CRI,Costa Rica,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,0.000276372,QBTU
1994,2,Electricity,4,Exports,DOM,Dominican Republic,c,Country,,,quadrillion Btu,0,QBTU
1996,2,Electricity,4,Exports,TCD,Chad,c,Country,,,quadrillion Btu,0,QBTU
1996,2,Electricity,4,Exports,DMA,Dominica,c,Country,,,quadrillion Btu,0,QBTU
1996,2,Electricity,4,Exports,SWE,Sweden,c,Country,,,quadrillion Btu,0.033267,QBTU
1997,2,Electricity,4,Exports,VGB,British Virgin Islands,c,Country,,,quadrillion Btu,0,QBTU
1998,2,Electricity,4,Exports,GIB,Gibraltar,c,Country,,,quadrillion Btu,0,QBTU
1998,2,Electricity,4,Exports,LTU,Lithuania,c,Country,,,quadrillion Btu,0.022061992,QBTU
1998,2,Electricity,4,Exports,NZL,New Zealand,c,Country,,,quadrillion Btu,0,QBTU
1998,2,Electricity,4,Exports,TUN,Tunisia,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,6.4828e-05,QBTU
1999,2,Electricity,4,Exports,BHS,The Bahamas,c,Country,,,quadrillion Btu,0,QBTU
1999,2,Electricity,4,Exports,OMN,Oman,c,Country,,,quadrillion Btu,0,QBTU
2000,2,Electricity,4,Exports,SWZ,Eswatini,c,Country,,,quadrillion Btu,0,QBTU
1995,67,Liquefied Petroleum Gases,2,Consumption,BRB,Barbados,c,Country,,,thousand barrels per day,0.2,TBPD
1998,58,NGPL,1,Production,NOAM,North America,r,Region,,,quadrillion Btu,3.760664394,QBTU
1996,65,Distillate fuel oil,1,Production,ASOC,Asia & Oceania,r,Region,,,thousand barrels per day,4761.337158469941,TBPD
1994,54,Refined petroleum products,1,Production,NOAM,North America,r,Region,,,thousand barrels per day,19015.958904109582,TBPD
1993,65,Distillate fuel oil,1,Production,NOAM,North America,r,Region,,,thousand barrels per day,3870,TBPD
1998,64,Kerosene,1,Production,MIDE,Middle East,r,Region,,,thousand barrels per day,327.2868176712329,TBPD
1994,53,Total petroleum and other liquids,1,Production,OECD,OECD,r,Region,,,thousand barrels per day,22456.65890410959,TBPD
1998,58,NGPL,1,Production,NOAM,North America,r,Region,,,thousand barrels per day,2745.4849315068495,TBPD
1992,62,Motor gasoline,1,Production,NAM,Namibia,c,Country,,,thousand barrels per day,0,TBPD
1994,26,Dry natural gas,1,Production,ARM,Armenia,c,Country,,,billion cubic feet,0,BCF
