country_code_a3,country_name,region_name,type,year,value,unit,source
DZA,Algeria,Africa,gasreserves_tcm,1980,3.5814625,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1981,3.540075,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1982,3.4775125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1983,3.3985875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1984,3.312925,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1985,3.2234125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1986,3.1367875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1987,3.0443875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1988,3.112725,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1989,3.128125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1990,3.17625,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1991,3.490025,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1992,3.513125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1993,3.56125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1994,2.8518875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1995,3.551625,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1996,3.56125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1997,3.9241125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1998,3.9241125,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,1999,4.3505,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2000,4.3533875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2001,4.3533875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2002,4.3533875,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2003,4.3745625,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2004,4.3745625,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2005,4.3352925,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2006,4.3352925,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2007,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2008,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2009,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2010,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2011,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2012,4.3350117,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2013,4.3350117,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2014,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2015,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2016,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2017,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2018,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2019,4.3351,tcm,bp
DZA,Algeria,Africa,gasreserves_tcm,2020,2.2792,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1980,0.624975,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1981,0.6318,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1982,0.6747,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1983,0.662025,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1984,0.6513,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1985,0.663975,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1986,0.654225,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1987,0.675675,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1988,0.753675,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1989,0.654225,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1990,0.6435,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1991,0.626925,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1992,0.527475,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1993,0.504075,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1994,0.521625,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1995,0.603525,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1996,0.62595,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1997,0.6669,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1998,0.669825,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,1999,0.710775,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2000,0.75855,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2001,0.7449,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2002,0.6474,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2003,0.5967,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2004,0.52845,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2005,0.428025,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2006,0.43485,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2007,0.429819715,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2008,0.387569453,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2009,0.368265328,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2010,0.348847328,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2011,0.323366191,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2012,0.306831252,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2013,0.319232555,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2014,0.323081453,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2015,0.340845807,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2016,0.327410243,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2017,0.345684432,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2018,0.36048808,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2019,0.385567746,tcm,bp
ARG,Argentina,S. & Cent. America,gasreserves_tcm,2020,0.385567746,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1980,0.141336,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1981,0.356382,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1982,0.49998,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1983,0.49062,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1984,0.53742,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1985,0.55302,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1986,0.70356,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1987,0.83382,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1988,0.80574,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1989,0.7449,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1990,0.72306,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1991,0.741,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1992,0.78468,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1993,0.77376,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1994,1.00776,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1995,0.98592,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1996,1.0608,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1997,1.16532,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1998,1.55142,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,1999,1.55142,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2000,1.71834,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2001,2.08026,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2002,1.97184,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2003,1.85766438,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2004,1.81164438,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2005,1.83582438,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2006,1.85198364,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2007,1.78828377,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2008,2.7432639,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2009,2.7534429,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2010,2.85966486,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2011,2.814823947,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2012,2.81943563,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2013,2.820378269,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2014,2.386109117,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2015,2.389595504,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2016,2.389595504,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2017,2.389595504,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2018,2.389595504,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2019,2.389595504,tcm,bp
AUS,Australia,Asia Pacific,gasreserves_tcm,2020,2.389595504,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,1997,0.655689024,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,1998,0.655689024,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,1999,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2000,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2001,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2002,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2003,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2004,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2005,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2006,0.990199709,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2007,0.997965943,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2008,1.055436364,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2009,1.017381673,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2010,1.02092305,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2011,1.02092305,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2012,1.02092305,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2013,0.000945809,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2014,1.339218438,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2015,1.318744791,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2016,1.318744791,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2017,1.318744791,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2018,2.094893158,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2019,2.503652799,tcm,bp
AZE,Azerbaijan,CIS,gasreserves_tcm,2020,2.503652799,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1980,0.569685625,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1981,0.550125603,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1982,0.542790595,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1983,0.533010585,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1984,0.523230574,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1985,0.51100556,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1986,0.498780547,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1987,0.484110531,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1988,0.46455051,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1989,0.447435491,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1990,0.432765475,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1991,0.422985464,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1992,0.408315448,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1993,0.388755426,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1994,0.37408541,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1995,0.359415394,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1996,0.347190381,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1997,0.347190381,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1998,0.347190381,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,1999,0.288510316,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2000,0.268950295,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2001,0.268950295,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2002,0.268950295,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2003,0.224940247,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2004,0.220050241,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2005,0.220050241,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2006,0.220050241,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2007,0.207825228,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2008,0.220050241,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2009,0.220050241,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2010,0.20799859,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2011,0.20799859,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2012,0.189356192,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2013,0.180988914,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2014,0.172200845,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2015,0.163461328,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2016,0.173789924,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2017,0.182469534,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2018,0.182926851,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2019,0.077313496,tcm,bp
BHR,Bahrain,Middle East,gasreserves_tcm,2020,0.064831428,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1980,0.27885,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1981,0.309075,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1982,0.330525,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1983,0.303225,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1984,0.344175,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1985,0.344175,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1986,0.34515,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1987,0.34515,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1988,0.34125,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1989,0.706875,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1990,0.706875,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1991,0.702,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1992,0.295425,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1993,0.289575,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1994,0.293475,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1995,0.2652,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1996,0.2925,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1997,0.289575,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1998,0.289575,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,1999,0.314925,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2000,0.29835,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2001,0.3315,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2002,0.3315,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2003,0.422175,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2004,0.41145,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2005,0.396825,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2006,0.373425,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2007,0.36465,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2008,0.3354,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2009,0.3549,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2010,0.34515,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2011,0.340275,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2012,0.265375901,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2013,0.243715288,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2014,0.223447403,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2015,0.19767565,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2016,0.177890724,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2017,0.162362478,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2018,0.120421443,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2019,0.110227268,tcm,bp
BGD,Bangladesh,Asia Pacific,gasreserves_tcm,2020,0.110227268,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1980,0.1201425,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1981,0.155750994,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1982,0.133942003,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1983,0.128345,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1984,0.12931,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1985,0.13124,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1986,0.136065,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1987,0.112229503,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1988,0.113773501,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1989,0.1133875,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1990,0.109431001,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1991,0.114062997,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1992,0.1066325,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1993,0.104123501,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1994,0.105763999,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1995,0.105764,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1996,0.103837889,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1997,0.114768193,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1998,0.144826529,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,1999,0.144826529,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2000,0.188353628,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2001,0.216844093,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2002,0.227132316,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2003,0.218426897,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2004,0.21130428,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2005,0.207508473,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2006,0.203469959,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2007,0.199274681,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2008,0.271648272,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2009,0.271648272,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2010,0.271648272,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2011,0.271648272,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2012,0.306048515,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2013,0.286920483,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2014,0.270525026,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2015,0.270525026,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2016,0.29241816,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2017,0.247024873,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2018,0.229946273,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2019,0.212867672,tcm,bp
BOL,Bolivia,S. & Cent. America,gasreserves_tcm,2020,0.212867672,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1980,0.051675,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1981,0.0585,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1982,0.0702,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1983,0.07995,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1984,0.0819,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1985,0.090675,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1986,0.0936,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1987,0.102375,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1988,0.106275,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1989,0.1131,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1990,0.112125,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1991,0.1209,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1992,0.129675,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1993,0.133575,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1994,0.14235,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1995,0.15015,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1996,0.15405,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1997,0.2223,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1998,0.22035,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,1999,0.225225,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2000,0.215475,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2001,0.22665493,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2002,0.252127835,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2003,0.252945417,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2004,0.336192441,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2005,0.315893092,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2006,0.358687819,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2007,0.376304508,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2008,0.375526835,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2009,0.378474473,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2010,0.436115881,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2011,0.473644572,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2012,0.473422007,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2013,0.472365536,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2014,0.485698223,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2015,0.443286161,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2016,0.38910567,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2017,0.380884088,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2018,0.380346793,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2019,0.375278663,tcm,bp
BRA,Brazil,S. & Cent. America,gasreserves_tcm,2020,0.348528318,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1980,0.201825,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1981,0.2067,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1982,0.215475,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1983,0.21255,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1984,0.23205,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1985,0.23205,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1986,0.3315,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1987,0.322725,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1988,0.31395,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1989,0.309075,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1990,0.322725,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1991,0.3861,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1992,0.39,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1993,0.39,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1994,0.39,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1995,0.39,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1996,0.39,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1997,0.381225,tcm,bp
BRN,Brunei,Asia Pacific,gasreserves_tcm,1998,0.37245,tcm,bp
