country,country_code_a3,year,sector,region_name,subregion_name,unit,value,source,type
Brazil,BRA,2004,Passenger transport,Americas,Latin America and the Caribbean,PJ,1143.2,iea,final_energy
Brazil,BRA,2004,Residential,Americas,Latin America and the Caribbean,PJ,893.95,iea,final_energy
Brazil,BRA,2005,Freight transport,Americas,Latin America and the Caribbean,PJ,1068.74,iea,final_energy
Brazil,BRA,2005,Industry and services,Americas,Latin America and the Caribbean,PJ,3909.44,iea,final_energy
Brazil,BRA,2005,Passenger transport,Americas,Latin America and the Caribbean,PJ,1193.33,iea,final_energy
Brazil,BRA,2005,Residential,Americas,Latin America and the Caribbean,PJ,914.61,iea,final_energy
Brazil,BRA,2006,Freight transport,Americas,Latin America and the Caribbean,PJ,1093.25,iea,final_energy
Brazil,BRA,2006,Industry and services,Americas,Latin America and the Caribbean,PJ,4073.69,iea,final_energy
Brazil,BRA,2006,Passenger transport,Americas,Latin America and the Caribbean,PJ,1220.4,iea,final_energy
Brazil,BRA,2006,Residential,Americas,Latin America and the Caribbean,PJ,927.23,iea,final_energy
Brazil,BRA,2007,Freight transport,Americas,Latin America and the Caribbean,PJ,1175.08,iea,final_energy
Brazil,BRA,2007,Industry and services,Americas,Latin America and the Caribbean,PJ,4332.19,iea,final_energy
Brazil,BRA,2007,Passenger transport,Americas,Latin America and the Caribbean,PJ,1330.4299999999998,iea,final_energy
Brazil,BRA,2007,Residential,Americas,Latin America and the Caribbean,PJ,932.9100000000001,iea,final_energy
Brazil,BRA,2008,Freight transport,Americas,Latin America and the Caribbean,PJ,1244.69,iea,final_energy
Brazil,BRA,2008,Industry and services,Americas,Latin America and the Caribbean,PJ,4418.11,iea,final_energy
Brazil,BRA,2008,Passenger transport,Americas,Latin America and the Caribbean,PJ,1463.09,iea,final_energy
Brazil,BRA,2008,Residential,Americas,Latin America and the Caribbean,PJ,960.0699999999999,iea,final_energy
Brazil,BRA,2009,Freight transport,Americas,Latin America and the Caribbean,PJ,1203.62,iea,final_energy
Brazil,BRA,2009,Industry and services,Americas,Latin America and the Caribbean,PJ,4182.18,iea,final_energy
Brazil,BRA,2009,Passenger transport,Americas,Latin America and the Caribbean,PJ,1506.35,iea,final_energy
Brazil,BRA,2009,Residential,Americas,Latin America and the Caribbean,PJ,970.0600000000001,iea,final_energy
Brazil,BRA,2010,Freight transport,Americas,Latin America and the Caribbean,PJ,1322.5,iea,final_energy
Brazil,BRA,2010,Industry and services,Americas,Latin America and the Caribbean,PJ,4636.5199999999995,iea,final_energy
Brazil,BRA,2010,Passenger transport,Americas,Latin America and the Caribbean,PJ,1661.4699999999998,iea,final_energy
Brazil,BRA,2010,Residential,Americas,Latin America and the Caribbean,PJ,982.2600000000001,iea,final_energy
Brazil,BRA,2011,Freight transport,Americas,Latin America and the Caribbean,PJ,1390.0800000000002,iea,final_energy
Brazil,BRA,2011,Industry and services,Americas,Latin America and the Caribbean,PJ,4812.08,iea,final_energy
Brazil,BRA,2011,Passenger transport,Americas,Latin America and the Caribbean,PJ,1775.4099999999999,iea,final_energy
Brazil,BRA,2011,Residential,Americas,Latin America and the Caribbean,PJ,981.59,iea,final_energy
Brazil,BRA,2012,Freight transport,Americas,Latin America and the Caribbean,PJ,1439.92,iea,final_energy
Brazil,BRA,2012,Industry and services,Americas,Latin America and the Caribbean,PJ,4868.86,iea,final_energy
Brazil,BRA,2012,Passenger transport,Americas,Latin America and the Caribbean,PJ,1928.9900000000002,iea,final_energy
Brazil,BRA,2012,Residential,Americas,Latin America and the Caribbean,PJ,992.73,iea,final_energy
Brazil,BRA,2013,Freight transport,Americas,Latin America and the Caribbean,PJ,1513.6100000000001,iea,final_energy
Brazil,BRA,2013,Industry and services,Americas,Latin America and the Caribbean,PJ,4896.16,iea,final_energy
Brazil,BRA,2013,Passenger transport,Americas,Latin America and the Caribbean,PJ,2024.0,iea,final_energy
Brazil,BRA,2013,Residential,Americas,Latin America and the Caribbean,PJ,994.12,iea,final_energy
Brazil,BRA,2014,Freight transport,Americas,Latin America and the Caribbean,PJ,1525.92,iea,final_energy
Brazil,BRA,2014,Industry and services,Americas,Latin America and the Caribbean,PJ,4920.13,iea,final_energy
Brazil,BRA,2014,Passenger transport,Americas,Latin America and the Caribbean,PJ,2137.66,iea,final_energy
Brazil,BRA,2014,Residential,Americas,Latin America and the Caribbean,PJ,1032.9,iea,final_energy
Brazil,BRA,2015,Freight transport,Americas,Latin America and the Caribbean,PJ,1446.1399999999999,iea,final_energy
Brazil,BRA,2015,Industry and services,Americas,Latin America and the Caribbean,PJ,4818.83,iea,final_energy
Brazil,BRA,2015,Passenger transport,Americas,Latin America and the Caribbean,PJ,2144.7000000000003,iea,final_energy
Brazil,BRA,2015,Residential,Americas,Latin America and the Caribbean,PJ,1030.62,iea,final_energy
Brazil,BRA,2016,Freight transport,Americas,Latin America and the Caribbean,PJ,1389.3899999999999,iea,final_energy
Brazil,BRA,2016,Industry and services,Americas,Latin America and the Caribbean,PJ,4760.7300000000005,iea,final_energy
Brazil,BRA,2016,Passenger transport,Americas,Latin America and the Caribbean,PJ,2103.45,iea,final_energy
Brazil,BRA,2016,Residential,Americas,Latin America and the Caribbean,PJ,1025.64,iea,final_energy
Brazil,BRA,2017,Freight transport,Americas,Latin America and the Caribbean,PJ,1389.3000000000002,iea,final_energy
Brazil,BRA,2017,Industry and services,Americas,Latin America and the Caribbean,PJ,4873.63,iea,final_energy
Brazil,BRA,2017,Passenger transport,Americas,Latin America and the Caribbean,PJ,2143.29,iea,final_energy
Brazil,BRA,2017,Residential,Americas,Latin America and the Caribbean,PJ,1058.0,iea,final_energy
Brazil,BRA,2018,Freight transport,Americas,Latin America and the Caribbean,PJ,1405.8700000000001,iea,final_energy
Brazil,BRA,2018,Industry and services,Americas,Latin America and the Caribbean,PJ,4728.43,iea,final_energy
Brazil,BRA,2018,Passenger transport,Americas,Latin America and the Caribbean,PJ,2127.8,iea,final_energy
Brazil,BRA,2018,Residential,Americas,Latin America and the Caribbean,PJ,1104.34,iea,final_energy
Brazil,BRA,2019,Freight transport,Americas,Latin America and the Caribbean,PJ,1431.8899999999999,iea,final_energy
Brazil,BRA,2019,Industry and services,Americas,Latin America and the Caribbean,PJ,4668.14,iea,final_energy
Brazil,BRA,2019,Passenger transport,Americas,Latin America and the Caribbean,PJ,2214.84,iea,final_energy
Brazil,BRA,2019,Residential,Americas,Latin America and the Caribbean,PJ,1100.6599999999999,iea,final_energy
Brazil,BRA,2020,Freight transport,Americas,Latin America and the Caribbean,PJ,1503.2700000000002,iea,final_energy
Brazil,BRA,2020,Industry and services,Americas,Latin America and the Caribbean,PJ,4752.54,iea,final_energy
Brazil,BRA,2020,Passenger transport,Americas,Latin America and the Caribbean,PJ,1874.81,iea,final_energy
Brazil,BRA,2020,Residential,Americas,Latin America and the Caribbean,PJ,1154.43,iea,final_energy
Bulgaria,BGR,2000,Industry and services,Europe,Eastern Europe,PJ,221.13,iea,final_energy
Bulgaria,BGR,2000,Passenger transport,Europe,Eastern Europe,PJ,72.92,iea,final_energy
Bulgaria,BGR,2000,Residential,Europe,Eastern Europe,PJ,87.91,iea,final_energy
Bulgaria,BGR,2001,Industry and services,Europe,Eastern Europe,PJ,221.32999999999998,iea,final_energy
Bulgaria,BGR,2001,Passenger transport,Europe,Eastern Europe,PJ,76.2,iea,final_energy
Bulgaria,BGR,2001,Residential,Europe,Eastern Europe,PJ,82.54,iea,final_energy
Bulgaria,BGR,2002,Industry and services,Europe,Eastern Europe,PJ,209.66,iea,final_energy
Bulgaria,BGR,2002,Passenger transport,Europe,Eastern Europe,PJ,79.63,iea,final_energy
Bulgaria,BGR,2002,Residential,Europe,Eastern Europe,PJ,88.55,iea,final_energy
Bulgaria,BGR,2003,Industry and services,Europe,Eastern Europe,PJ,225.42000000000002,iea,final_energy
Bulgaria,BGR,2003,Passenger transport,Europe,Eastern Europe,PJ,89.24,iea,final_energy
Bulgaria,BGR,2003,Residential,Europe,Eastern Europe,PJ,93.44,iea,final_energy
Bulgaria,BGR,2004,Industry and services,Europe,Eastern Europe,PJ,218.45,iea,final_energy
Bulgaria,BGR,2004,Passenger transport,Europe,Eastern Europe,PJ,95.13,iea,final_energy
Bulgaria,BGR,2004,Residential,Europe,Eastern Europe,PJ,87.27,iea,final_energy
Bulgaria,BGR,2005,Industry and services,Europe,Eastern Europe,PJ,223.97,iea,final_energy
Bulgaria,BGR,2005,Passenger transport,Europe,Eastern Europe,PJ,104.01,iea,final_energy
Bulgaria,BGR,2005,Residential,Europe,Eastern Europe,PJ,87.48,iea,final_energy
Bulgaria,BGR,2006,Industry and services,Europe,Eastern Europe,PJ,229.22,iea,final_energy
Bulgaria,BGR,2006,Passenger transport,Europe,Eastern Europe,PJ,109.97,iea,final_energy
Bulgaria,BGR,2006,Residential,Europe,Eastern Europe,PJ,90.36,iea,final_energy
Bulgaria,BGR,2007,Industry and services,Europe,Eastern Europe,PJ,229.34,iea,final_energy
Bulgaria,BGR,2007,Passenger transport,Europe,Eastern Europe,PJ,104.8,iea,final_energy
Bulgaria,BGR,2007,Residential,Europe,Eastern Europe,PJ,86.31,iea,final_energy
Bulgaria,BGR,2008,Industry and services,Europe,Eastern Europe,PJ,203.83,iea,final_energy
Bulgaria,BGR,2008,Passenger transport,Europe,Eastern Europe,PJ,109.86,iea,final_energy
Bulgaria,BGR,2008,Residential,Europe,Eastern Europe,PJ,88.48,iea,final_energy
Bulgaria,BGR,2009,Industry and services,Europe,Eastern Europe,PJ,151.63,iea,final_energy
Bulgaria,BGR,2009,Passenger transport,Europe,Eastern Europe,PJ,109.67,iea,final_energy
Bulgaria,BGR,2009,Residential,Europe,Eastern Europe,PJ,88.5,iea,final_energy
Bulgaria,BGR,2010,Industry and services,Europe,Eastern Europe,PJ,158.09,iea,final_energy
Bulgaria,BGR,2010,Passenger transport,Europe,Eastern Europe,PJ,106.82,iea,final_energy
Bulgaria,BGR,2010,Residential,Europe,Eastern Europe,PJ,93.36,iea,final_energy
Bulgaria,BGR,2011,Industry and services,Europe,Eastern Europe,PJ,167.62,iea,final_energy
Bulgaria,BGR,2011,Passenger transport,Europe,Eastern Europe,PJ,106.91,iea,final_energy
Bulgaria,BGR,2011,Residential,Europe,Eastern Europe,PJ,93.48,iea,final_energy
Bulgaria,BGR,2012,Industry and services,Europe,Eastern Europe,PJ,161.13,iea,final_energy
Bulgaria,BGR,2012,Passenger transport,Europe,Eastern Europe,PJ,113.39,iea,final_energy
Bulgaria,BGR,2012,Residential,Europe,Eastern Europe,PJ,95.81,iea,final_energy
Bulgaria,BGR,2013,Industry and services,Europe,Eastern Europe,PJ,159.34,iea,final_energy
Bulgaria,BGR,2013,Passenger transport,Europe,Eastern Europe,PJ,101.99,iea,final_energy
Bulgaria,BGR,2013,Residential,Europe,Eastern Europe,PJ,96.07,iea,final_energy
Bulgaria,BGR,2014,Industry and services,Europe,Eastern Europe,PJ,158.71,iea,final_energy
Bulgaria,BGR,2014,Passenger transport,Europe,Eastern Europe,PJ,114.97,iea,final_energy
Bulgaria,BGR,2014,Residential,Europe,Eastern Europe,PJ,93.33,iea,final_energy
Bulgaria,BGR,2015,Industry and services,Europe,Eastern Europe,PJ,166.48,iea,final_energy
Bulgaria,BGR,2015,Passenger transport,Europe,Eastern Europe,PJ,128.22,iea,final_energy
Bulgaria,BGR,2015,Residential,Europe,Eastern Europe,PJ,94.16,iea,final_energy
Bulgaria,BGR,2016,Industry and services,Europe,Eastern Europe,PJ,167.27,iea,final_energy
Bulgaria,BGR,2016,Passenger transport,Europe,Eastern Europe,PJ,130.72,iea,final_energy
Bulgaria,BGR,2016,Residential,Europe,Eastern Europe,PJ,95.7,iea,final_energy
Bulgaria,BGR,2017,Industry and services,Europe,Eastern Europe,PJ,170.9,iea,final_energy
Bulgaria,BGR,2017,Passenger transport,Europe,Eastern Europe,PJ,131.97,iea,final_energy
Bulgaria,BGR,2017,Residential,Europe,Eastern Europe,PJ,96.22,iea,final_energy
Bulgaria,BGR,2018,Industry and services,Europe,Eastern Europe,PJ,172.64,iea,final_energy
Bulgaria,BGR,2018,Passenger transport,Europe,Eastern Europe,PJ,135.37,iea,final_energy
Bulgaria,BGR,2018,Residential,Europe,Eastern Europe,PJ,96.33,iea,final_energy
Bulgaria,BGR,2019,Industry and services,Europe,Eastern Europe,PJ,171.62,iea,final_energy
Bulgaria,BGR,2019,Passenger transport,Europe,Eastern Europe,PJ,140.44,iea,final_energy
Bulgaria,BGR,2019,Residential,Europe,Eastern Europe,PJ,97.92,iea,final_energy
Bulgaria,BGR,2020,Industry and services,Europe,Eastern Europe,PJ,161.29999999999998,iea,final_energy
Bulgaria,BGR,2020,Passenger transport,Europe,Eastern Europe,PJ,133.1,iea,final_energy
Bulgaria,BGR,2020,Residential,Europe,Eastern Europe,PJ,105.61,iea,final_energy
Canada,CAN,2000,Freight transport,Americas,Northern America,PJ,855.55,iea,final_energy
Canada,CAN,2000,Industry and services,Americas,Northern America,PJ,4060.3199999999997,iea,final_energy
Canada,CAN,2000,Passenger transport,Americas,Northern America,PJ,1211.46,iea,final_energy
Canada,CAN,2000,Residential,Americas,Northern America,PJ,1281.23,iea,final_energy
Canada,CAN,2001,Freight transport,Americas,Northern America,PJ,861.88,iea,final_energy
Canada,CAN,2001,Industry and services,Americas,Northern America,PJ,3890.18,iea,final_energy
Canada,CAN,2001,Passenger transport,Americas,Northern America,PJ,1187.0,iea,final_energy
Canada,CAN,2001,Residential,Americas,Northern America,PJ,1294.48,iea,final_energy
Canada,CAN,2002,Freight transport,Americas,Northern America,PJ,844.7899999999998,iea,final_energy
Canada,CAN,2002,Industry and services,Americas,Northern America,PJ,4022.7,iea,final_energy
Canada,CAN,2002,Passenger transport,Americas,Northern America,PJ,1227.1299999999999,iea,final_energy
Canada,CAN,2002,Residential,Americas,Northern America,PJ,1289.7800000000002,iea,final_energy
Canada,CAN,2003,Freight transport,Americas,Northern America,PJ,904.73,iea,final_energy
Canada,CAN,2003,Industry and services,Americas,Northern America,PJ,4119.65,iea,final_energy
Canada,CAN,2003,Passenger transport,Americas,Northern America,PJ,1230.79,iea,final_energy
Canada,CAN,2003,Residential,Americas,Northern America,PJ,1302.15,iea,final_energy
Canada,CAN,2004,Freight transport,Americas,Northern America,PJ,960.2,iea,final_energy
Canada,CAN,2004,Industry and services,Americas,Northern America,PJ,4211.2,iea,final_energy
Canada,CAN,2004,Passenger transport,Americas,Northern America,PJ,1255.93,iea,final_energy
Canada,CAN,2004,Residential,Americas,Northern America,PJ,1331.23,iea,final_energy
Canada,CAN,2005,Freight transport,Americas,Northern America,PJ,981.4000000000001,iea,final_energy
Canada,CAN,2005,Industry and services,Americas,Northern America,PJ,4173.08,iea,final_energy
Canada,CAN,2005,Passenger transport,Americas,Northern America,PJ,1277.49,iea,final_energy
Canada,CAN,2005,Residential,Americas,Northern America,PJ,1336.71,iea,final_energy
Canada,CAN,2006,Freight transport,Americas,Northern America,PJ,986.36,iea,final_energy
Canada,CAN,2006,Industry and services,Americas,Northern America,PJ,4108.72,iea,final_energy
Canada,CAN,2006,Passenger transport,Americas,Northern America,PJ,1252.95,iea,final_energy
Canada,CAN,2006,Residential,Americas,Northern America,PJ,1354.17,iea,final_energy
Canada,CAN,2007,Freight transport,Americas,Northern America,PJ,1038.74,iea,final_energy
Canada,CAN,2007,Industry and services,Americas,Northern America,PJ,4284.13,iea,final_energy
Canada,CAN,2007,Passenger transport,Americas,Northern America,PJ,1297.76,iea,final_energy
Canada,CAN,2007,Residential,Americas,Northern America,PJ,1395.3,iea,final_energy
Canada,CAN,2008,Freight transport,Americas,Northern America,PJ,1054.77,iea,final_energy
Canada,CAN,2008,Industry and services,Americas,Northern America,PJ,4205.18,iea,final_energy
Canada,CAN,2008,Passenger transport,Americas,Northern America,PJ,1267.03,iea,final_energy
Canada,CAN,2008,Residential,Americas,Northern America,PJ,1389.02,iea,final_energy
Canada,CAN,2009,Freight transport,Americas,Northern America,PJ,1049.3999999999999,iea,final_energy
Canada,CAN,2009,Industry and services,Americas,Northern America,PJ,3997.95,iea,final_energy
Canada,CAN,2009,Passenger transport,Americas,Northern America,PJ,1254.38,iea,final_energy
Canada,CAN,2009,Residential,Americas,Northern America,PJ,1362.51,iea,final_energy
Canada,CAN,2010,Freight transport,Americas,Northern America,PJ,1105.1,iea,final_energy
Canada,CAN,2010,Industry and services,Americas,Northern America,PJ,4110.31,iea,final_energy
Canada,CAN,2010,Passenger transport,Americas,Northern America,PJ,1276.1899999999998,iea,final_energy
Canada,CAN,2010,Residential,Americas,Northern America,PJ,1384.9,iea,final_energy
Canada,CAN,2011,Freight transport,Americas,Northern America,PJ,1109.78,iea,final_energy
Canada,CAN,2011,Industry and services,Americas,Northern America,PJ,4371.29,iea,final_energy
Canada,CAN,2011,Passenger transport,Americas,Northern America,PJ,1271.49,iea,final_energy
Canada,CAN,2011,Residential,Americas,Northern America,PJ,1429.5900000000001,iea,final_energy
Canada,CAN,2012,Freight transport,Americas,Northern America,PJ,1111.33,iea,final_energy
Canada,CAN,2012,Industry and services,Americas,Northern America,PJ,4371.599999999999,iea,final_energy
Canada,CAN,2012,Passenger transport,Americas,Northern America,PJ,1291.98,iea,final_energy
Canada,CAN,2012,Residential,Americas,Northern America,PJ,1424.47,iea,final_energy
Canada,CAN,2013,Freight transport,Americas,Northern America,PJ,1128.6,iea,final_energy
Canada,CAN,2013,Industry and services,Americas,Northern America,PJ,4471.13,iea,final_energy
Canada,CAN,2013,Passenger transport,Americas,Northern America,PJ,1322.77,iea,final_energy
Canada,CAN,2013,Residential,Americas,Northern America,PJ,1408.79,iea,final_energy
Canada,CAN,2014,Freight transport,Americas,Northern America,PJ,1117.96,iea,final_energy
Canada,CAN,2014,Industry and services,Americas,Northern America,PJ,4544.31,iea,final_energy
Canada,CAN,2014,Passenger transport,Americas,Northern America,PJ,1290.23,iea,final_energy
Canada,CAN,2014,Residential,Americas,Northern America,PJ,1380.42,iea,final_energy
Canada,CAN,2015,Freight transport,Americas,Northern America,PJ,1076.6799999999998,iea,final_energy
Canada,CAN,2015,Industry and services,Americas,Northern America,PJ,4552.3,iea,final_energy
Canada,CAN,2015,Passenger transport,Americas,Northern America,PJ,1317.94,iea,final_energy
Canada,CAN,2015,Residential,Americas,Northern America,PJ,1407.45,iea,final_energy
Canada,CAN,2016,Freight transport,Americas,Northern America,PJ,1038.78,iea,final_energy
Canada,CAN,2016,Industry and services,Americas,Northern America,PJ,4474.69,iea,final_energy
Canada,CAN,2016,Passenger transport,Americas,Northern America,PJ,1352.49,iea,final_energy
Canada,CAN,2016,Residential,Americas,Northern America,PJ,1354.04,iea,final_energy
Canada,CAN,2017,Freight transport,Americas,Northern America,PJ,1093.42,iea,final_energy
Canada,CAN,2017,Industry and services,Americas,Northern America,PJ,4688.96,iea,final_energy
Canada,CAN,2017,Passenger transport,Americas,Northern America,PJ,1373.1299999999999,iea,final_energy
Canada,CAN,2017,Residential,Americas,Northern America,PJ,1387.16,iea,final_energy
Canada,CAN,2018,Freight transport,Americas,Northern America,PJ,1141.3799999999999,iea,final_energy
Canada,CAN,2018,Industry and services,Americas,Northern America,PJ,4881.18,iea,final_energy
Canada,CAN,2018,Passenger transport,Americas,Northern America,PJ,1422.0,iea,final_energy
Canada,CAN,2018,Residential,Americas,Northern America,PJ,1422.6299999999999,iea,final_energy
Canada,CAN,2019,Freight transport,Americas,Northern America,PJ,1154.4,iea,final_energy
Canada,CAN,2019,Industry and services,Americas,Northern America,PJ,4927.05,iea,final_energy
Canada,CAN,2019,Passenger transport,Americas,Northern America,PJ,1438.47,iea,final_energy
Canada,CAN,2019,Residential,Americas,Northern America,PJ,1345.8100000000002,iea,final_energy
Canada,CAN,2020,Freight transport,Americas,Northern America,PJ,1042.29,iea,final_energy
Canada,CAN,2020,Industry and services,Americas,Northern America,PJ,4651.37,iea,final_energy
Canada,CAN,2020,Passenger transport,Americas,Northern America,PJ,1077.26,iea,final_energy
Canada,CAN,2020,Residential,Americas,Northern America,PJ,1393.6299999999999,iea,final_energy
Chile,CHL,2000,Industry and services,Americas,Latin America and the Caribbean,PJ,328.57,iea,final_energy
Chile,CHL,2000,Passenger transport,Americas,Latin America and the Caribbean,PJ,237.19,iea,final_energy
Chile,CHL,2000,Residential,Americas,Latin America and the Caribbean,PJ,203.59,iea,final_energy
Chile,CHL,2001,Industry and services,Americas,Latin America and the Caribbean,PJ,333.32,iea,final_energy
Chile,CHL,2001,Passenger transport,Americas,Latin America and the Caribbean,PJ,224.52,iea,final_energy
Chile,CHL,2001,Residential,Americas,Latin America and the Caribbean,PJ,210.95,iea,final_energy
Chile,CHL,2002,Industry and services,Americas,Latin America and the Caribbean,PJ,337.06,iea,final_energy
Chile,CHL,2002,Passenger transport,Americas,Latin America and the Caribbean,PJ,231.29,iea,final_energy
Chile,CHL,2002,Residential,Americas,Latin America and the Caribbean,PJ,208.5,iea,final_energy
Chile,CHL,2003,Industry and services,Americas,Latin America and the Caribbean,PJ,345.42,iea,final_energy
Chile,CHL,2003,Passenger transport,Americas,Latin America and the Caribbean,PJ,227.74,iea,final_energy
Chile,CHL,2003,Residential,Americas,Latin America and the Caribbean,PJ,203.71,iea,final_energy
Chile,CHL,2004,Industry and services,Americas,Latin America and the Caribbean,PJ,367.45,iea,final_energy
Chile,CHL,2004,Passenger transport,Americas,Latin America and the Caribbean,PJ,235.65,iea,final_energy
Chile,CHL,2004,Residential,Americas,Latin America and the Caribbean,PJ,209.76,iea,final_energy
Chile,CHL,2005,Industry and services,Americas,Latin America and the Caribbean,PJ,365.40999999999997,iea,final_energy
Chile,CHL,2005,Passenger transport,Americas,Latin America and the Caribbean,PJ,257.86,iea,final_energy
Chile,CHL,2005,Residential,Americas,Latin America and the Caribbean,PJ,205.45,iea,final_energy
Chile,CHL,2006,Industry and services,Americas,Latin America and the Caribbean,PJ,395.39,iea,final_energy
Chile,CHL,2006,Passenger transport,Americas,Latin America and the Caribbean,PJ,254.39,iea,final_energy
Chile,CHL,2006,Residential,Americas,Latin America and the Caribbean,PJ,207.56,iea,final_energy
Chile,CHL,2007,Industry and services,Americas,Latin America and the Caribbean,PJ,418.2,iea,final_energy
Chile,CHL,2007,Passenger transport,Americas,Latin America and the Caribbean,PJ,275.49,iea,final_energy
Chile,CHL,2007,Residential,Americas,Latin America and the Caribbean,PJ,213.55,iea,final_energy
Chile,CHL,2008,Industry and services,Americas,Latin America and the Caribbean,PJ,427.39,iea,final_energy
Chile,CHL,2008,Passenger transport,Americas,Latin America and the Caribbean,PJ,286.16,iea,final_energy
Chile,CHL,2008,Residential,Americas,Latin America and the Caribbean,PJ,210.1,iea,final_energy
Chile,CHL,2009,Industry and services,Americas,Latin America and the Caribbean,PJ,416.02,iea,final_energy
Chile,CHL,2009,Passenger transport,Americas,Latin America and the Caribbean,PJ,288.57,iea,final_energy
Chile,CHL,2009,Residential,Americas,Latin America and the Caribbean,PJ,214.47,iea,final_energy
Chile,CHL,2010,Industry and services,Americas,Latin America and the Caribbean,PJ,407.65,iea,final_energy
Chile,CHL,2010,Passenger transport,Americas,Latin America and the Caribbean,PJ,299.08,iea,final_energy
Chile,CHL,2010,Residential,Americas,Latin America and the Caribbean,PJ,222.89999999999998,iea,final_energy
Chile,CHL,2011,Industry and services,Americas,Latin America and the Caribbean,PJ,481.07,iea,final_energy
Chile,CHL,2011,Passenger transport,Americas,Latin America and the Caribbean,PJ,304.49,iea,final_energy
Chile,CHL,2011,Residential,Americas,Latin America and the Caribbean,PJ,233.94,iea,final_energy
Chile,CHL,2012,Industry and services,Americas,Latin America and the Caribbean,PJ,473.34,iea,final_energy
Chile,CHL,2012,Passenger transport,Americas,Latin America and the Caribbean,PJ,312.39,iea,final_energy
Chile,CHL,2012,Residential,Americas,Latin America and the Caribbean,PJ,249.71,iea,final_energy
Chile,CHL,2013,Industry and services,Americas,Latin America and the Caribbean,PJ,503.11,iea,final_energy
Chile,CHL,2013,Passenger transport,Americas,Latin America and the Caribbean,PJ,341.13,iea,final_energy
Chile,CHL,2013,Residential,Americas,Latin America and the Caribbean,PJ,256.03,iea,final_energy
Chile,CHL,2014,Industry and services,Americas,Latin America and the Caribbean,PJ,522.4599999999999,iea,final_energy
Chile,CHL,2014,Passenger transport,Americas,Latin America and the Caribbean,PJ,330.49,iea,final_energy
Chile,CHL,2014,Residential,Americas,Latin America and the Caribbean,PJ,170.41,iea,final_energy
Chile,CHL,2015,Industry and services,Americas,Latin America and the Caribbean,PJ,527.0,iea,final_energy
Chile,CHL,2015,Passenger transport,Americas,Latin America and the Caribbean,PJ,354.2,iea,final_energy
Chile,CHL,2015,Residential,Americas,Latin America and the Caribbean,PJ,166.29,iea,final_energy
Chile,CHL,2016,Industry and services,Americas,Latin America and the Caribbean,PJ,540.2,iea,final_energy
Chile,CHL,2016,Passenger transport,Americas,Latin America and the Caribbean,PJ,369.75,iea,final_energy
Chile,CHL,2016,Residential,Americas,Latin America and the Caribbean,PJ,183.41,iea,final_energy
Chile,CHL,2017,Industry and services,Americas,Latin America and the Caribbean,PJ,554.4499999999999,iea,final_energy
Chile,CHL,2017,Passenger transport,Americas,Latin America and the Caribbean,PJ,383.23,iea,final_energy
Chile,CHL,2017,Residential,Americas,Latin America and the Caribbean,PJ,184.27,iea,final_energy
Chile,CHL,2018,Industry and services,Americas,Latin America and the Caribbean,PJ,565.78,iea,final_energy
Chile,CHL,2018,Passenger transport,Americas,Latin America and the Caribbean,PJ,396.74,iea,final_energy
Chile,CHL,2018,Residential,Americas,Latin America and the Caribbean,PJ,201.26,iea,final_energy
Chile,CHL,2019,Industry and services,Americas,Latin America and the Caribbean,PJ,563.32,iea,final_energy
Chile,CHL,2019,Passenger transport,Americas,Latin America and the Caribbean,PJ,403.11,iea,final_energy
Chile,CHL,2019,Residential,Americas,Latin America and the Caribbean,PJ,193.74,iea,final_energy
Chile,CHL,2020,Industry and services,Americas,Latin America and the Caribbean,PJ,537.34,iea,final_energy
Chile,CHL,2020,Passenger transport,Americas,Latin America and the Caribbean,PJ,356.99,iea,final_energy
Chile,CHL,2020,Residential,Americas,Latin America and the Caribbean,PJ,201.44,iea,final_energy
Colombia,COL,2000,Industry and services,Americas,Latin America and the Caribbean,PJ,49.68,iea,final_energy
Colombia,COL,2000,Residential,Americas,Latin America and the Caribbean,PJ,176.24,iea,final_energy
Colombia,COL,2001,Industry and services,Americas,Latin America and the Caribbean,PJ,37.53,iea,final_energy
Colombia,COL,2001,Residential,Americas,Latin America and the Caribbean,PJ,179.86,iea,final_energy
Colombia,COL,2002,Industry and services,Americas,Latin America and the Caribbean,PJ,46.88,iea,final_energy
Colombia,COL,2002,Residential,Americas,Latin America and the Caribbean,PJ,180.96,iea,final_energy
Colombia,COL,2003,Industry and services,Americas,Latin America and the Caribbean,PJ,49.22,iea,final_energy
Colombia,COL,2003,Residential,Americas,Latin America and the Caribbean,PJ,191.65,iea,final_energy
Colombia,COL,2004,Industry and services,Americas,Latin America and the Caribbean,PJ,43.41,iea,final_energy
Colombia,COL,2004,Residential,Americas,Latin America and the Caribbean,PJ,177.08,iea,final_energy
Colombia,COL,2005,Industry and services,Americas,Latin America and the Caribbean,PJ,44.23,iea,final_energy
Colombia,COL,2005,Residential,Americas,Latin America and the Caribbean,PJ,182.18,iea,final_energy
Colombia,COL,2006,Freight transport,Americas,Latin America and the Caribbean,PJ,112.04,iea,final_energy
Colombia,COL,2006,Industry and services,Americas,Latin America and the Caribbean,PJ,254.35,iea,final_energy
Colombia,COL,2006,Passenger transport,Americas,Latin America and the Caribbean,PJ,28.02,iea,final_energy
Colombia,COL,2006,Residential,Americas,Latin America and the Caribbean,PJ,203.87,iea,final_energy
