country,country_code_a3,year,sector,region_name,subregion_name,unit,value,source,type
Albania,ALB,2009,Passenger transport,Europe,Southern Europe,PJ,31.5,iea,final_energy
Albania,ALB,2009,Residential,Europe,Southern Europe,PJ,20.38,iea,final_energy
Albania,ALB,2010,Industry and services,Europe,Southern Europe,PJ,25.990000000000002,iea,final_energy
Albania,ALB,2010,Passenger transport,Europe,Southern Europe,PJ,30.59,iea,final_energy
Albania,ALB,2010,Residential,Europe,Southern Europe,PJ,20.66,iea,final_energy
Albania,ALB,2011,Industry and services,Europe,Southern Europe,PJ,28.689999999999998,iea,final_energy
Albania,ALB,2011,Passenger transport,Europe,Southern Europe,PJ,32.11,iea,final_energy
Albania,ALB,2011,Residential,Europe,Southern Europe,PJ,20.24,iea,final_energy
Albania,ALB,2012,Industry and services,Europe,Southern Europe,PJ,24.47,iea,final_energy
Albania,ALB,2012,Passenger transport,Europe,Southern Europe,PJ,30.81,iea,final_energy
Albania,ALB,2012,Residential,Europe,Southern Europe,PJ,21.14,iea,final_energy
Albania,ALB,2013,Industry and services,Europe,Southern Europe,PJ,25.55,iea,final_energy
Albania,ALB,2013,Passenger transport,Europe,Southern Europe,PJ,33.62,iea,final_energy
Albania,ALB,2013,Residential,Europe,Southern Europe,PJ,24.1,iea,final_energy
Albania,ALB,2014,Industry and services,Europe,Southern Europe,PJ,28.900000000000002,iea,final_energy
Albania,ALB,2014,Passenger transport,Europe,Southern Europe,PJ,34.87,iea,final_energy
Albania,ALB,2014,Residential,Europe,Southern Europe,PJ,23.07,iea,final_energy
Albania,ALB,2015,Industry and services,Europe,Southern Europe,PJ,26.1,iea,final_energy
Albania,ALB,2015,Passenger transport,Europe,Southern Europe,PJ,34.67,iea,final_energy
Albania,ALB,2015,Residential,Europe,Southern Europe,PJ,22.04,iea,final_energy
Albania,ALB,2016,Industry and services,Europe,Southern Europe,PJ,25.49,iea,final_energy
Albania,ALB,2016,Passenger transport,Europe,Southern Europe,PJ,34.81,iea,final_energy
Albania,ALB,2016,Residential,Europe,Southern Europe,PJ,21.14,iea,final_energy
Albania,ALB,2017,Industry and services,Europe,Southern Europe,PJ,31.889999999999997,iea,final_energy
Albania,ALB,2017,Passenger transport,Europe,Southern Europe,PJ,34.79,iea,final_energy
Albania,ALB,2017,Residential,Europe,Southern Europe,PJ,20.59,iea,final_energy
Albania,ALB,2018,Industry and services,Europe,Southern Europe,PJ,34.28,iea,final_energy
Albania,ALB,2018,Passenger transport,Europe,Southern Europe,PJ,34.48,iea,final_energy
Albania,ALB,2018,Residential,Europe,Southern Europe,PJ,21.23,iea,final_energy
Albania,ALB,2019,Industry and services,Europe,Southern Europe,PJ,32.21,iea,final_energy
Albania,ALB,2019,Passenger transport,Europe,Southern Europe,PJ,34.91,iea,final_energy
Albania,ALB,2019,Residential,Europe,Southern Europe,PJ,20.9,iea,final_energy
Albania,ALB,2020,Industry and services,Europe,Southern Europe,PJ,31.040000000000003,iea,final_energy
Albania,ALB,2020,Passenger transport,Europe,Southern Europe,PJ,25.23,iea,final_energy
Albania,ALB,2020,Residential,Europe,Southern Europe,PJ,22.4,iea,final_energy
Argentina,ARG,2000,Industry and services,Americas,Latin America and the Caribbean,PJ,843.7099999999999,iea,final_energy
Argentina,ARG,2000,Passenger transport,Americas,Latin America and the Caribbean,PJ,535.78,iea,final_energy
Argentina,ARG,2000,Residential,Americas,Latin America and the Caribbean,PJ,381.51,iea,final_energy
Argentina,ARG,2001,Industry and services,Americas,Latin America and the Caribbean,PJ,842.22,iea,final_energy
Argentina,ARG,2001,Passenger transport,Americas,Latin America and the Caribbean,PJ,493.87,iea,final_energy
Argentina,ARG,2001,Residential,Americas,Latin America and the Caribbean,PJ,385.52,iea,final_energy
Argentina,ARG,2002,Industry and services,Americas,Latin America and the Caribbean,PJ,831.6899999999999,iea,final_energy
Argentina,ARG,2002,Passenger transport,Americas,Latin America and the Caribbean,PJ,458.78,iea,final_energy
Argentina,ARG,2002,Residential,Americas,Latin America and the Caribbean,PJ,371.44,iea,final_energy
Argentina,ARG,2003,Industry and services,Americas,Latin America and the Caribbean,PJ,906.97,iea,final_energy
Argentina,ARG,2003,Passenger transport,Americas,Latin America and the Caribbean,PJ,469.89,iea,final_energy
Argentina,ARG,2003,Residential,Americas,Latin America and the Caribbean,PJ,390.84,iea,final_energy
Argentina,ARG,2004,Industry and services,Americas,Latin America and the Caribbean,PJ,971.0,iea,final_energy
Argentina,ARG,2004,Passenger transport,Americas,Latin America and the Caribbean,PJ,503.17,iea,final_energy
Argentina,ARG,2004,Residential,Americas,Latin America and the Caribbean,PJ,400.03,iea,final_energy
Argentina,ARG,2005,Industry and services,Americas,Latin America and the Caribbean,PJ,987.2,iea,final_energy
Argentina,ARG,2005,Passenger transport,Americas,Latin America and the Caribbean,PJ,509.63,iea,final_energy
Argentina,ARG,2005,Residential,Americas,Latin America and the Caribbean,PJ,419.93,iea,final_energy
Argentina,ARG,2006,Industry and services,Americas,Latin America and the Caribbean,PJ,1025.15,iea,final_energy
Argentina,ARG,2006,Passenger transport,Americas,Latin America and the Caribbean,PJ,544.98,iea,final_energy
Argentina,ARG,2006,Residential,Americas,Latin America and the Caribbean,PJ,446.17,iea,final_energy
Argentina,ARG,2007,Industry and services,Americas,Latin America and the Caribbean,PJ,1060.75,iea,final_energy
Argentina,ARG,2007,Passenger transport,Americas,Latin America and the Caribbean,PJ,589.93,iea,final_energy
Argentina,ARG,2007,Residential,Americas,Latin America and the Caribbean,PJ,468.80999999999995,iea,final_energy
Argentina,ARG,2008,Industry and services,Americas,Latin America and the Caribbean,PJ,1078.4299999999998,iea,final_energy
Argentina,ARG,2008,Passenger transport,Americas,Latin America and the Caribbean,PJ,619.84,iea,final_energy
Argentina,ARG,2008,Residential,Americas,Latin America and the Caribbean,PJ,491.39,iea,final_energy
Argentina,ARG,2009,Industry and services,Americas,Latin America and the Caribbean,PJ,999.88,iea,final_energy
Argentina,ARG,2009,Passenger transport,Americas,Latin America and the Caribbean,PJ,569.34,iea,final_energy
Argentina,ARG,2009,Residential,Americas,Latin America and the Caribbean,PJ,486.58,iea,final_energy
Argentina,ARG,2010,Industry and services,Americas,Latin America and the Caribbean,PJ,1043.14,iea,final_energy
Argentina,ARG,2010,Passenger transport,Americas,Latin America and the Caribbean,PJ,621.4,iea,final_energy
Argentina,ARG,2010,Residential,Americas,Latin America and the Caribbean,PJ,538.54,iea,final_energy
Argentina,ARG,2011,Industry and services,Americas,Latin America and the Caribbean,PJ,1084.76,iea,final_energy
Argentina,ARG,2011,Passenger transport,Americas,Latin America and the Caribbean,PJ,653.45,iea,final_energy
Argentina,ARG,2011,Residential,Americas,Latin America and the Caribbean,PJ,556.74,iea,final_energy
Argentina,ARG,2012,Industry and services,Americas,Latin America and the Caribbean,PJ,1058.05,iea,final_energy
Argentina,ARG,2012,Passenger transport,Americas,Latin America and the Caribbean,PJ,646.98,iea,final_energy
Argentina,ARG,2012,Residential,Americas,Latin America and the Caribbean,PJ,591.84,iea,final_energy
Argentina,ARG,2013,Industry and services,Americas,Latin America and the Caribbean,PJ,1110.09,iea,final_energy
Argentina,ARG,2013,Passenger transport,Americas,Latin America and the Caribbean,PJ,695.81,iea,final_energy
Argentina,ARG,2013,Residential,Americas,Latin America and the Caribbean,PJ,608.12,iea,final_energy
Argentina,ARG,2014,Industry and services,Americas,Latin America and the Caribbean,PJ,1114.46,iea,final_energy
Argentina,ARG,2014,Passenger transport,Americas,Latin America and the Caribbean,PJ,656.47,iea,final_energy
Argentina,ARG,2014,Residential,Americas,Latin America and the Caribbean,PJ,647.3800000000001,iea,final_energy
Argentina,ARG,2015,Industry and services,Americas,Latin America and the Caribbean,PJ,1156.28,iea,final_energy
Argentina,ARG,2015,Passenger transport,Americas,Latin America and the Caribbean,PJ,690.75,iea,final_energy
Argentina,ARG,2015,Residential,Americas,Latin America and the Caribbean,PJ,650.92,iea,final_energy
Argentina,ARG,2016,Industry and services,Americas,Latin America and the Caribbean,PJ,1108.4,iea,final_energy
Argentina,ARG,2016,Passenger transport,Americas,Latin America and the Caribbean,PJ,687.49,iea,final_energy
Argentina,ARG,2016,Residential,Americas,Latin America and the Caribbean,PJ,613.52,iea,final_energy
Argentina,ARG,2017,Industry and services,Americas,Latin America and the Caribbean,PJ,1098.83,iea,final_energy
Argentina,ARG,2017,Passenger transport,Americas,Latin America and the Caribbean,PJ,708.94,iea,final_energy
Argentina,ARG,2017,Residential,Americas,Latin America and the Caribbean,PJ,653.35,iea,final_energy
Argentina,ARG,2018,Industry and services,Americas,Latin America and the Caribbean,PJ,1106.45,iea,final_energy
Argentina,ARG,2018,Passenger transport,Americas,Latin America and the Caribbean,PJ,726.28,iea,final_energy
Argentina,ARG,2018,Residential,Americas,Latin America and the Caribbean,PJ,546.6800000000001,iea,final_energy
Argentina,ARG,2019,Industry and services,Americas,Latin America and the Caribbean,PJ,1094.86,iea,final_energy
Argentina,ARG,2019,Passenger transport,Americas,Latin America and the Caribbean,PJ,721.21,iea,final_energy
Argentina,ARG,2019,Residential,Americas,Latin America and the Caribbean,PJ,571.09,iea,final_energy
Australia,AUS,2000,Freight transport,Oceania,Australia and New Zealand,PJ,345.82000000000005,iea,final_energy
Australia,AUS,2000,Industry and services,Oceania,Australia and New Zealand,PJ,1519.77,iea,final_energy
Australia,AUS,2000,Passenger transport,Oceania,Australia and New Zealand,PJ,671.46,iea,final_energy
Australia,AUS,2000,Residential,Oceania,Australia and New Zealand,PJ,374.4,iea,final_energy
Australia,AUS,2001,Freight transport,Oceania,Australia and New Zealand,PJ,344.63,iea,final_energy
Australia,AUS,2001,Industry and services,Oceania,Australia and New Zealand,PJ,1535.52,iea,final_energy
Australia,AUS,2001,Passenger transport,Oceania,Australia and New Zealand,PJ,673.94,iea,final_energy
Australia,AUS,2001,Residential,Oceania,Australia and New Zealand,PJ,379.1,iea,final_energy
Australia,AUS,2002,Freight transport,Oceania,Australia and New Zealand,PJ,358.94,iea,final_energy
Australia,AUS,2002,Industry and services,Oceania,Australia and New Zealand,PJ,1493.85,iea,final_energy
Australia,AUS,2002,Passenger transport,Oceania,Australia and New Zealand,PJ,675.97,iea,final_energy
Australia,AUS,2002,Residential,Oceania,Australia and New Zealand,PJ,380.25,iea,final_energy
Australia,AUS,2003,Freight transport,Oceania,Australia and New Zealand,PJ,371.48,iea,final_energy
Australia,AUS,2003,Industry and services,Oceania,Australia and New Zealand,PJ,1578.6399999999999,iea,final_energy
Australia,AUS,2003,Passenger transport,Oceania,Australia and New Zealand,PJ,696.16,iea,final_energy
Australia,AUS,2003,Residential,Oceania,Australia and New Zealand,PJ,400.69,iea,final_energy
Australia,AUS,2004,Freight transport,Oceania,Australia and New Zealand,PJ,385.41,iea,final_energy
Australia,AUS,2004,Industry and services,Oceania,Australia and New Zealand,PJ,1630.6200000000001,iea,final_energy
Australia,AUS,2004,Passenger transport,Oceania,Australia and New Zealand,PJ,726.74,iea,final_energy
Australia,AUS,2004,Residential,Oceania,Australia and New Zealand,PJ,384.29,iea,final_energy
Australia,AUS,2005,Freight transport,Oceania,Australia and New Zealand,PJ,395.36,iea,final_energy
Australia,AUS,2005,Industry and services,Oceania,Australia and New Zealand,PJ,1635.68,iea,final_energy
Australia,AUS,2005,Passenger transport,Oceania,Australia and New Zealand,PJ,731.46,iea,final_energy
Australia,AUS,2005,Residential,Oceania,Australia and New Zealand,PJ,396.77,iea,final_energy
Australia,AUS,2006,Freight transport,Oceania,Australia and New Zealand,PJ,405.69,iea,final_energy
Australia,AUS,2006,Industry and services,Oceania,Australia and New Zealand,PJ,1630.67,iea,final_energy
Australia,AUS,2006,Passenger transport,Oceania,Australia and New Zealand,PJ,723.74,iea,final_energy
Australia,AUS,2006,Residential,Oceania,Australia and New Zealand,PJ,390.88,iea,final_energy
Australia,AUS,2007,Freight transport,Oceania,Australia and New Zealand,PJ,425.17,iea,final_energy
Australia,AUS,2007,Industry and services,Oceania,Australia and New Zealand,PJ,1670.01,iea,final_energy
Australia,AUS,2007,Passenger transport,Oceania,Australia and New Zealand,PJ,737.1200000000001,iea,final_energy
Australia,AUS,2007,Residential,Oceania,Australia and New Zealand,PJ,417.75,iea,final_energy
Australia,AUS,2008,Freight transport,Oceania,Australia and New Zealand,PJ,439.46,iea,final_energy
Australia,AUS,2008,Industry and services,Oceania,Australia and New Zealand,PJ,1694.4299999999998,iea,final_energy
Australia,AUS,2008,Passenger transport,Oceania,Australia and New Zealand,PJ,746.59,iea,final_energy
Australia,AUS,2008,Residential,Oceania,Australia and New Zealand,PJ,422.46999999999997,iea,final_energy
Australia,AUS,2009,Freight transport,Oceania,Australia and New Zealand,PJ,441.64000000000004,iea,final_energy
Australia,AUS,2009,Industry and services,Oceania,Australia and New Zealand,PJ,1667.1100000000001,iea,final_energy
Australia,AUS,2009,Passenger transport,Oceania,Australia and New Zealand,PJ,744.7099999999999,iea,final_energy
Australia,AUS,2009,Residential,Oceania,Australia and New Zealand,PJ,406.9,iea,final_energy
Australia,AUS,2010,Freight transport,Oceania,Australia and New Zealand,PJ,458.64,iea,final_energy
Australia,AUS,2010,Industry and services,Oceania,Australia and New Zealand,PJ,1737.8400000000001,iea,final_energy
Australia,AUS,2010,Passenger transport,Oceania,Australia and New Zealand,PJ,747.98,iea,final_energy
Australia,AUS,2010,Residential,Oceania,Australia and New Zealand,PJ,432.88,iea,final_energy
Australia,AUS,2011,Freight transport,Oceania,Australia and New Zealand,PJ,471.75,iea,final_energy
Australia,AUS,2011,Industry and services,Oceania,Australia and New Zealand,PJ,1778.8,iea,final_energy
Australia,AUS,2011,Passenger transport,Oceania,Australia and New Zealand,PJ,759.81,iea,final_energy
Australia,AUS,2011,Residential,Oceania,Australia and New Zealand,PJ,422.87,iea,final_energy
Australia,AUS,2012,Freight transport,Oceania,Australia and New Zealand,PJ,480.29,iea,final_energy
Australia,AUS,2012,Industry and services,Oceania,Australia and New Zealand,PJ,1788.9199999999998,iea,final_energy
Australia,AUS,2012,Passenger transport,Oceania,Australia and New Zealand,PJ,766.91,iea,final_energy
Australia,AUS,2012,Residential,Oceania,Australia and New Zealand,PJ,438.26,iea,final_energy
Australia,AUS,2013,Freight transport,Oceania,Australia and New Zealand,PJ,489.65000000000003,iea,final_energy
Australia,AUS,2013,Industry and services,Oceania,Australia and New Zealand,PJ,1820.47,iea,final_energy
Australia,AUS,2013,Passenger transport,Oceania,Australia and New Zealand,PJ,774.74,iea,final_energy
Australia,AUS,2013,Residential,Oceania,Australia and New Zealand,PJ,436.90999999999997,iea,final_energy
Australia,AUS,2014,Freight transport,Oceania,Australia and New Zealand,PJ,501.18,iea,final_energy
Australia,AUS,2014,Industry and services,Oceania,Australia and New Zealand,PJ,1845.93,iea,final_energy
Australia,AUS,2014,Passenger transport,Oceania,Australia and New Zealand,PJ,778.5900000000001,iea,final_energy
Australia,AUS,2014,Residential,Oceania,Australia and New Zealand,PJ,470.45,iea,final_energy
Australia,AUS,2015,Freight transport,Oceania,Australia and New Zealand,PJ,514.89,iea,final_energy
Australia,AUS,2015,Industry and services,Oceania,Australia and New Zealand,PJ,1797.1,iea,final_energy
Australia,AUS,2015,Passenger transport,Oceania,Australia and New Zealand,PJ,785.25,iea,final_energy
Australia,AUS,2015,Residential,Oceania,Australia and New Zealand,PJ,440.56,iea,final_energy
Australia,AUS,2016,Freight transport,Oceania,Australia and New Zealand,PJ,526.41,iea,final_energy
Australia,AUS,2016,Industry and services,Oceania,Australia and New Zealand,PJ,1819.26,iea,final_energy
Australia,AUS,2016,Passenger transport,Oceania,Australia and New Zealand,PJ,798.4399999999999,iea,final_energy
Australia,AUS,2016,Residential,Oceania,Australia and New Zealand,PJ,450.56000000000006,iea,final_energy
Australia,AUS,2017,Freight transport,Oceania,Australia and New Zealand,PJ,539.76,iea,final_energy
Australia,AUS,2017,Industry and services,Oceania,Australia and New Zealand,PJ,1835.71,iea,final_energy
Australia,AUS,2017,Passenger transport,Oceania,Australia and New Zealand,PJ,780.75,iea,final_energy
Australia,AUS,2017,Residential,Oceania,Australia and New Zealand,PJ,439.61,iea,final_energy
Australia,AUS,2018,Freight transport,Oceania,Australia and New Zealand,PJ,556.67,iea,final_energy
Australia,AUS,2018,Industry and services,Oceania,Australia and New Zealand,PJ,1869.56,iea,final_energy
Australia,AUS,2018,Passenger transport,Oceania,Australia and New Zealand,PJ,784.37,iea,final_energy
Australia,AUS,2018,Residential,Oceania,Australia and New Zealand,PJ,444.61,iea,final_energy
Australia,AUS,2019,Freight transport,Oceania,Australia and New Zealand,PJ,565.91,iea,final_energy
Australia,AUS,2019,Industry and services,Oceania,Australia and New Zealand,PJ,1838.5,iea,final_energy
Australia,AUS,2019,Passenger transport,Oceania,Australia and New Zealand,PJ,777.36,iea,final_energy
Australia,AUS,2019,Residential,Oceania,Australia and New Zealand,PJ,445.51,iea,final_energy
Australia,AUS,2020,Freight transport,Oceania,Australia and New Zealand,PJ,566.9000000000001,iea,final_energy
Australia,AUS,2020,Industry and services,Oceania,Australia and New Zealand,PJ,1825.0,iea,final_energy
Australia,AUS,2020,Passenger transport,Oceania,Australia and New Zealand,PJ,700.4499999999999,iea,final_energy
Australia,AUS,2020,Residential,Oceania,Australia and New Zealand,PJ,451.17,iea,final_energy
Austria,AUT,2000,Freight transport,Europe,Western Europe,PJ,65.05,iea,final_energy
Austria,AUT,2000,Industry and services,Europe,Western Europe,PJ,454.46,iea,final_energy
Austria,AUT,2000,Passenger transport,Europe,Western Europe,PJ,160.15,iea,final_energy
Austria,AUT,2000,Residential,Europe,Western Europe,PJ,272.64,iea,final_energy
Austria,AUT,2001,Freight transport,Europe,Western Europe,PJ,65.77,iea,final_energy
Austria,AUT,2001,Industry and services,Europe,Western Europe,PJ,481.78,iea,final_energy
Austria,AUT,2001,Passenger transport,Europe,Western Europe,PJ,162.04000000000002,iea,final_energy
Austria,AUT,2001,Residential,Europe,Western Europe,PJ,264.78,iea,final_energy
Austria,AUT,2002,Freight transport,Europe,Western Europe,PJ,67.07,iea,final_energy
Austria,AUT,2002,Industry and services,Europe,Western Europe,PJ,475.11,iea,final_energy
Austria,AUT,2002,Passenger transport,Europe,Western Europe,PJ,165.12,iea,final_energy
Austria,AUT,2002,Residential,Europe,Western Europe,PJ,272.15000000000003,iea,final_energy
Austria,AUT,2003,Freight transport,Europe,Western Europe,PJ,68.16,iea,final_energy
Austria,AUT,2003,Industry and services,Europe,Western Europe,PJ,501.06,iea,final_energy
Austria,AUT,2003,Passenger transport,Europe,Western Europe,PJ,166.52,iea,final_energy
Austria,AUT,2003,Residential,Europe,Western Europe,PJ,263.96999999999997,iea,final_energy
Austria,AUT,2004,Freight transport,Europe,Western Europe,PJ,69.82000000000001,iea,final_energy
Austria,AUT,2004,Industry and services,Europe,Western Europe,PJ,517.2900000000001,iea,final_energy
Austria,AUT,2004,Passenger transport,Europe,Western Europe,PJ,167.70000000000002,iea,final_energy
Austria,AUT,2004,Residential,Europe,Western Europe,PJ,259.91,iea,final_energy
Austria,AUT,2005,Freight transport,Europe,Western Europe,PJ,71.29,iea,final_energy
Austria,AUT,2005,Industry and services,Europe,Western Europe,PJ,532.71,iea,final_energy
Austria,AUT,2005,Passenger transport,Europe,Western Europe,PJ,168.89000000000001,iea,final_energy
Austria,AUT,2005,Residential,Europe,Western Europe,PJ,257.31,iea,final_energy
Austria,AUT,2006,Freight transport,Europe,Western Europe,PJ,74.44999999999999,iea,final_energy
Austria,AUT,2006,Industry and services,Europe,Western Europe,PJ,538.8,iea,final_energy
Austria,AUT,2006,Passenger transport,Europe,Western Europe,PJ,168.34,iea,final_energy
Austria,AUT,2006,Residential,Europe,Western Europe,PJ,265.05,iea,final_energy
Austria,AUT,2007,Freight transport,Europe,Western Europe,PJ,76.73,iea,final_energy
Austria,AUT,2007,Industry and services,Europe,Western Europe,PJ,530.63,iea,final_energy
Austria,AUT,2007,Passenger transport,Europe,Western Europe,PJ,170.69,iea,final_energy
Austria,AUT,2007,Residential,Europe,Western Europe,PJ,268.99,iea,final_energy
Austria,AUT,2008,Freight transport,Europe,Western Europe,PJ,75.08,iea,final_energy
Austria,AUT,2008,Industry and services,Europe,Western Europe,PJ,543.63,iea,final_energy
Austria,AUT,2008,Passenger transport,Europe,Western Europe,PJ,171.19,iea,final_energy
Austria,AUT,2008,Residential,Europe,Western Europe,PJ,270.45,iea,final_energy
Austria,AUT,2009,Freight transport,Europe,Western Europe,PJ,70.71000000000001,iea,final_energy
Austria,AUT,2009,Industry and services,Europe,Western Europe,PJ,496.16,iea,final_energy
Austria,AUT,2009,Passenger transport,Europe,Western Europe,PJ,168.0,iea,final_energy
Austria,AUT,2009,Residential,Europe,Western Europe,PJ,271.53,iea,final_energy
Austria,AUT,2010,Freight transport,Europe,Western Europe,PJ,72.32000000000001,iea,final_energy
Austria,AUT,2010,Industry and services,Europe,Western Europe,PJ,528.64,iea,final_energy
Austria,AUT,2010,Passenger transport,Europe,Western Europe,PJ,170.23,iea,final_energy
Austria,AUT,2010,Residential,Europe,Western Europe,PJ,273.35,iea,final_energy
Austria,AUT,2011,Freight transport,Europe,Western Europe,PJ,73.96000000000001,iea,final_energy
Austria,AUT,2011,Industry and services,Europe,Western Europe,PJ,526.46,iea,final_energy
Austria,AUT,2011,Passenger transport,Europe,Western Europe,PJ,171.31,iea,final_energy
Austria,AUT,2011,Residential,Europe,Western Europe,PJ,279.07,iea,final_energy
Austria,AUT,2012,Freight transport,Europe,Western Europe,PJ,72.96000000000001,iea,final_energy
Austria,AUT,2012,Industry and services,Europe,Western Europe,PJ,527.28,iea,final_energy
Austria,AUT,2012,Passenger transport,Europe,Western Europe,PJ,169.48999999999998,iea,final_energy
Austria,AUT,2012,Residential,Europe,Western Europe,PJ,275.84000000000003,iea,final_energy
Austria,AUT,2013,Freight transport,Europe,Western Europe,PJ,73.41,iea,final_energy
Austria,AUT,2013,Industry and services,Europe,Western Europe,PJ,523.95,iea,final_energy
Austria,AUT,2013,Passenger transport,Europe,Western Europe,PJ,171.15,iea,final_energy
Austria,AUT,2013,Residential,Europe,Western Europe,PJ,279.21999999999997,iea,final_energy
Austria,AUT,2014,Freight transport,Europe,Western Europe,PJ,76.02,iea,final_energy
Austria,AUT,2014,Industry and services,Europe,Western Europe,PJ,511.06,iea,final_energy
Austria,AUT,2014,Passenger transport,Europe,Western Europe,PJ,174.48,iea,final_energy
Austria,AUT,2014,Residential,Europe,Western Europe,PJ,279.46999999999997,iea,final_energy
Austria,AUT,2015,Freight transport,Europe,Western Europe,PJ,77.61999999999999,iea,final_energy
Austria,AUT,2015,Industry and services,Europe,Western Europe,PJ,513.42,iea,final_energy
Austria,AUT,2015,Passenger transport,Europe,Western Europe,PJ,177.98,iea,final_energy
Austria,AUT,2015,Residential,Europe,Western Europe,PJ,283.84,iea,final_energy
Austria,AUT,2016,Freight transport,Europe,Western Europe,PJ,80.12,iea,final_energy
Austria,AUT,2016,Industry and services,Europe,Western Europe,PJ,520.81,iea,final_energy
Austria,AUT,2016,Passenger transport,Europe,Western Europe,PJ,182.6,iea,final_energy
Austria,AUT,2016,Residential,Europe,Western Europe,PJ,289.59000000000003,iea,final_energy
Austria,AUT,2017,Freight transport,Europe,Western Europe,PJ,82.15,iea,final_energy
Austria,AUT,2017,Industry and services,Europe,Western Europe,PJ,533.8000000000001,iea,final_energy
Austria,AUT,2017,Passenger transport,Europe,Western Europe,PJ,185.35,iea,final_energy
Austria,AUT,2017,Residential,Europe,Western Europe,PJ,285.91,iea,final_energy
Austria,AUT,2018,Freight transport,Europe,Western Europe,PJ,85.95,iea,final_energy
Austria,AUT,2018,Industry and services,Europe,Western Europe,PJ,514.5,iea,final_energy
Austria,AUT,2018,Passenger transport,Europe,Western Europe,PJ,190.35999999999999,iea,final_energy
Austria,AUT,2018,Residential,Europe,Western Europe,PJ,284.78000000000003,iea,final_energy
Austria,AUT,2019,Freight transport,Europe,Western Europe,PJ,88.41000000000001,iea,final_energy
Austria,AUT,2019,Industry and services,Europe,Western Europe,PJ,521.83,iea,final_energy
Austria,AUT,2019,Passenger transport,Europe,Western Europe,PJ,193.98,iea,final_energy
Austria,AUT,2019,Residential,Europe,Western Europe,PJ,285.98,iea,final_energy
Austria,AUT,2020,Industry and services,Europe,Western Europe,PJ,500.03000000000003,iea,final_energy
Austria,AUT,2020,Residential,Europe,Western Europe,PJ,285.51,iea,final_energy
Azerbaijan,AZE,2000,Industry and services,Asia,Western Asia,PJ,102.92,iea,final_energy
Azerbaijan,AZE,2000,Passenger transport,Asia,Western Asia,PJ,33.45,iea,final_energy
Azerbaijan,AZE,2000,Residential,Asia,Western Asia,PJ,95.3,iea,final_energy
Azerbaijan,AZE,2001,Industry and services,Asia,Western Asia,PJ,102.7,iea,final_energy
Azerbaijan,AZE,2001,Passenger transport,Asia,Western Asia,PJ,37.25,iea,final_energy
Azerbaijan,AZE,2001,Residential,Asia,Western Asia,PJ,107.05,iea,final_energy
Azerbaijan,AZE,2002,Industry and services,Asia,Western Asia,PJ,117.05,iea,final_energy
Azerbaijan,AZE,2002,Passenger transport,Asia,Western Asia,PJ,39.31,iea,final_energy
Azerbaijan,AZE,2002,Residential,Asia,Western Asia,PJ,121.0,iea,final_energy
