Country,Year,Country_Code,Region,SubRegion,OilReserves
Ecuador,1993,ECU,S. & Cent. America,South America,2.13862491
Ecuador,1994,ECU,S. & Cent. America,South America,2.040102542
Ecuador,1995,ECU,S. & Cent. America,South America,1.978219276
Ecuador,1996,ECU,S. & Cent. America,South America,2.017780155
Ecuador,1997,ECU,S. & Cent. America,South America,2.14692276
Ecuador,1998,ECU,S. & Cent. America,South America,2.39702699
Ecuador,1999,ECU,S. & Cent. America,South America,2.587526941
Ecuador,2000,ECU,S. & Cent. America,South America,2.668168025
Ecuador,2001,ECU,S. & Cent. America,South America,3.422921818
Ecuador,2002,ECU,S. & Cent. America,South America,3.731338901
Ecuador,2003,ECU,S. & Cent. America,South America,3.725910237
Ecuador,2004,ECU,S. & Cent. America,South America,3.656085577
Ecuador,2005,ECU,S. & Cent. America,South America,2.639534597
Ecuador,2006,ECU,S. & Cent. America,South America,2.445528511
Ecuador,2007,ECU,S. & Cent. America,South America,2.510391992
Ecuador,2008,ECU,S. & Cent. America,South America,2.499289234
Ecuador,2009,ECU,S. & Cent. America,South America,2.662908824
Ecuador,2010,ECU,S. & Cent. America,South America,2.067450388
Ecuador,2011,ECU,S. & Cent. America,South America,2.00901482
Ecuador,2012,ECU,S. & Cent. America,South America,1.942398273
Ecuador,2013,ECU,S. & Cent. America,South America,2.056931986
Ecuador,2014,ECU,S. & Cent. America,South America,1.772935126
Ecuador,2015,ECU,S. & Cent. America,South America,1.8062434
Ecuador,2016,ECU,S. & Cent. America,South America,1.7037503
Ecuador,2017,ECU,S. & Cent. America,South America,1.6323077
Ecuador,2018,ECU,S. & Cent. America,South America,1.3025471
Ecuador,2019,ECU,S. & Cent. America,South America,1.3025471
Ecuador,2020,ECU,S. & Cent. America,South America,1.3025471
Egypt,1980,EGY,Africa,Northern Africa,2.91645
Egypt,1981,EGY,Africa,Northern Africa,3.5303
Egypt,1982,EGY,Africa,Northern Africa,3.699625
Egypt,1983,EGY,Africa,Northern Africa,3.958599
Egypt,1984,EGY,Africa,Northern Africa,4.0256
Egypt,1985,EGY,Africa,Northern Africa,3.8
Egypt,1986,EGY,Africa,Northern Africa,4.5
Egypt,1987,EGY,Africa,Northern Africa,4.685
Egypt,1988,EGY,Africa,Northern Africa,4.2705
Egypt,1989,EGY,Africa,Northern Africa,4.3
Egypt,1990,EGY,Africa,Northern Africa,3.459
Egypt,1991,EGY,Africa,Northern Africa,3.5353
Egypt,1992,EGY,Africa,Northern Africa,3.435
Egypt,1993,EGY,Africa,Northern Africa,3.425
Egypt,1994,EGY,Africa,Northern Africa,3.941
Egypt,1995,EGY,Africa,Northern Africa,3.804
Egypt,1996,EGY,Africa,Northern Africa,3.8435
Egypt,1997,EGY,Africa,Northern Africa,3.719
Egypt,1998,EGY,Africa,Northern Africa,3.7567
Egypt,1999,EGY,Africa,Northern Africa,3.767
Egypt,2000,EGY,Africa,Northern Africa,3.6269
Egypt,2001,EGY,Africa,Northern Africa,3.668
Egypt,2002,EGY,Africa,Northern Africa,3.525
Egypt,2003,EGY,Africa,Northern Africa,3.525
Egypt,2004,EGY,Africa,Northern Africa,3.62
Egypt,2005,EGY,Africa,Northern Africa,3.72
Egypt,2006,EGY,Africa,Northern Africa,3.72
Egypt,2007,EGY,Africa,Northern Africa,4.07
Egypt,2008,EGY,Africa,Northern Africa,4.2
Egypt,2009,EGY,Africa,Northern Africa,4.4
Egypt,2010,EGY,Africa,Northern Africa,4.5
Egypt,2011,EGY,Africa,Northern Africa,4.3
Egypt,2012,EGY,Africa,Northern Africa,4.2
Egypt,2013,EGY,Africa,Northern Africa,3.9
Egypt,2014,EGY,Africa,Northern Africa,3.681
Egypt,2015,EGY,Africa,Northern Africa,3.473
Egypt,2016,EGY,Africa,Northern Africa,3.384
Egypt,2017,EGY,Africa,Northern Africa,3.325
Egypt,2018,EGY,Africa,Northern Africa,3.197
Egypt,2019,EGY,Africa,Northern Africa,3.146
Egypt,2020,EGY,Africa,Northern Africa,3.146
Equatorial Guinea,1991,GNQ,Africa,Middle Africa,0.3
Equatorial Guinea,1992,GNQ,Africa,Middle Africa,0.3
Equatorial Guinea,1993,GNQ,Africa,Middle Africa,0.3
Equatorial Guinea,1994,GNQ,Africa,Middle Africa,0.3
Equatorial Guinea,1995,GNQ,Africa,Middle Africa,0.555
Equatorial Guinea,1996,GNQ,Africa,Middle Africa,0.555
Equatorial Guinea,1997,GNQ,Africa,Middle Africa,0.555
Equatorial Guinea,1998,GNQ,Africa,Middle Africa,0.555
Equatorial Guinea,1999,GNQ,Africa,Middle Africa,0.555
Equatorial Guinea,2000,GNQ,Africa,Middle Africa,0.8
Equatorial Guinea,2001,GNQ,Africa,Middle Africa,1.11
Equatorial Guinea,2002,GNQ,Africa,Middle Africa,1.095
Equatorial Guinea,2003,GNQ,Africa,Middle Africa,1.28
Equatorial Guinea,2004,GNQ,Africa,Middle Africa,1.765
Equatorial Guinea,2005,GNQ,Africa,Middle Africa,1.805
Equatorial Guinea,2006,GNQ,Africa,Middle Africa,1.755
Equatorial Guinea,2007,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2008,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2009,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2010,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2011,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2012,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2013,GNQ,Africa,Middle Africa,1.705
Equatorial Guinea,2014,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2015,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2016,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2017,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2018,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2019,GNQ,Africa,Middle Africa,1.1
Equatorial Guinea,2020,GNQ,Africa,Middle Africa,1.1
Gabon,1980,GAB,Africa,Middle Africa,0.470925
Gabon,1981,GAB,Africa,Middle Africa,0.463488
Gabon,1982,GAB,Africa,Middle Africa,0.481785
Gabon,1983,GAB,Africa,Middle Africa,0.5473
Gabon,1984,GAB,Africa,Middle Africa,0.623
Gabon,1985,GAB,Africa,Middle Africa,0.657
Gabon,1986,GAB,Africa,Middle Africa,0.646
Gabon,1987,GAB,Africa,Middle Africa,0.96
Gabon,1988,GAB,Africa,Middle Africa,0.93
Gabon,1989,GAB,Africa,Middle Africa,0.9586
Gabon,1990,GAB,Africa,Middle Africa,0.86
Gabon,1991,GAB,Africa,Middle Africa,0.876
Gabon,1992,GAB,Africa,Middle Africa,0.7684
Gabon,1993,GAB,Africa,Middle Africa,0.662
Gabon,1994,GAB,Africa,Middle Africa,1.4
Gabon,1995,GAB,Africa,Middle Africa,1.47
Gabon,1996,GAB,Africa,Middle Africa,2.8
Gabon,1997,GAB,Africa,Middle Africa,2.6723
Gabon,1998,GAB,Africa,Middle Africa,2.565
Gabon,1999,GAB,Africa,Middle Africa,2.565
Gabon,2000,GAB,Africa,Middle Africa,2.42
Gabon,2001,GAB,Africa,Middle Africa,2.4
Gabon,2002,GAB,Africa,Middle Africa,2.37
Gabon,2003,GAB,Africa,Middle Africa,2.285
Gabon,2004,GAB,Africa,Middle Africa,2.19
Gabon,2005,GAB,Africa,Middle Africa,2.146
Gabon,2006,GAB,Africa,Middle Africa,2.15
Gabon,2007,GAB,Africa,Middle Africa,2.0
Gabon,2008,GAB,Africa,Middle Africa,2.0
Gabon,2009,GAB,Africa,Middle Africa,2.0
Gabon,2010,GAB,Africa,Middle Africa,2.0
Gabon,2011,GAB,Africa,Middle Africa,2.0
Gabon,2012,GAB,Africa,Middle Africa,2.0
Gabon,2013,GAB,Africa,Middle Africa,2.0
Gabon,2014,GAB,Africa,Middle Africa,2.0
Gabon,2015,GAB,Africa,Middle Africa,2.0
Gabon,2016,GAB,Africa,Middle Africa,2.0
Gabon,2017,GAB,Africa,Middle Africa,2.0
Gabon,2018,GAB,Africa,Middle Africa,2.0
Gabon,2019,GAB,Africa,Middle Africa,2.0
Gabon,2020,GAB,Africa,Middle Africa,2.0
India,1980,IND,Asia Pacific,Asia Pacific,2.7569589
India,1981,IND,Asia Pacific,Asia Pacific,3.4824
India,1982,IND,Asia Pacific,Asia Pacific,3.5047
India,1983,IND,Asia Pacific,Asia Pacific,3.62
India,1984,IND,Asia Pacific,Asia Pacific,3.76
India,1985,IND,Asia Pacific,Asia Pacific,3.7613103
India,1986,IND,Asia Pacific,Asia Pacific,4.635
India,1987,IND,Asia Pacific,Asia Pacific,4.4156
India,1988,IND,Asia Pacific,Asia Pacific,4.4635
India,1989,IND,Asia Pacific,Asia Pacific,4.3454
India,1990,IND,Asia Pacific,Asia Pacific,5.563164
India,1991,IND,Asia Pacific,Asia Pacific,6.1256
India,1992,IND,Asia Pacific,Asia Pacific,5.91
India,1993,IND,Asia Pacific,Asia Pacific,5.86
India,1994,IND,Asia Pacific,Asia Pacific,5.8073
India,1995,IND,Asia Pacific,Asia Pacific,5.5097763
India,1996,IND,Asia Pacific,Asia Pacific,5.4869604
India,1997,IND,Asia Pacific,Asia Pacific,5.6254371
India,1998,IND,Asia Pacific,Asia Pacific,5.3942661
India,1999,IND,Asia Pacific,Asia Pacific,4.9722096
India,2000,IND,Asia Pacific,Asia Pacific,5.2899003
India,2001,IND,Asia Pacific,Asia Pacific,5.513466
India,2002,IND,Asia Pacific,Asia Pacific,5.5763415
India,2003,IND,Asia Pacific,Asia Pacific,5.7311583
India,2004,IND,Asia Pacific,Asia Pacific,5.5652724
India,2005,IND,Asia Pacific,Asia Pacific,5.9188812
India,2006,IND,Asia Pacific,Asia Pacific,5.69268
India,2007,IND,Asia Pacific,Asia Pacific,5.45925
India,2008,IND,Asia Pacific,Asia Pacific,5.7981
India,2009,IND,Asia Pacific,Asia Pacific,5.8228737
India,2010,IND,Asia Pacific,Asia Pacific,5.8331898
India,2011,IND,Asia Pacific,Asia Pacific,5.7035232
India,2012,IND,Asia Pacific,Asia Pacific,5.7197127
India,2013,IND,Asia Pacific,Asia Pacific,5.71103061
India,2014,IND,Asia Pacific,Asia Pacific,5.74340961
India,2015,IND,Asia Pacific,Asia Pacific,4.786068
India,2016,IND,Asia Pacific,Asia Pacific,4.6782384
India,2017,IND,Asia Pacific,Asia Pacific,4.54886547
India,2018,IND,Asia Pacific,Asia Pacific,4.47657747
India,2019,IND,Asia Pacific,Asia Pacific,4.660614314
India,2020,IND,Asia Pacific,Asia Pacific,4.543292181
Indonesia,1980,IDN,Asia Pacific,Asia Pacific,11.603
Indonesia,1981,IDN,Asia Pacific,Asia Pacific,11.018
Indonesia,1982,IDN,Asia Pacific,Asia Pacific,10.534
Indonesia,1983,IDN,Asia Pacific,Asia Pacific,10.08
Indonesia,1984,IDN,Asia Pacific,Asia Pacific,9.611
Indonesia,1985,IDN,Asia Pacific,Asia Pacific,9.18
Indonesia,1986,IDN,Asia Pacific,Asia Pacific,9.0
Indonesia,1987,IDN,Asia Pacific,Asia Pacific,9.0
Indonesia,1988,IDN,Asia Pacific,Asia Pacific,9.0
Indonesia,1989,IDN,Asia Pacific,Asia Pacific,5.114
Indonesia,1990,IDN,Asia Pacific,Asia Pacific,5.415
Indonesia,1991,IDN,Asia Pacific,Asia Pacific,5.909
Indonesia,1992,IDN,Asia Pacific,Asia Pacific,5.598
Indonesia,1993,IDN,Asia Pacific,Asia Pacific,5.167
Indonesia,1994,IDN,Asia Pacific,Asia Pacific,4.98
Indonesia,1995,IDN,Asia Pacific,Asia Pacific,4.98
Indonesia,1996,IDN,Asia Pacific,Asia Pacific,4.73
Indonesia,1997,IDN,Asia Pacific,Asia Pacific,4.87
Indonesia,1998,IDN,Asia Pacific,Asia Pacific,5.1
Indonesia,1999,IDN,Asia Pacific,Asia Pacific,5.2
Indonesia,2000,IDN,Asia Pacific,Asia Pacific,5.12
Indonesia,2001,IDN,Asia Pacific,Asia Pacific,5.1
Indonesia,2002,IDN,Asia Pacific,Asia Pacific,4.72
Indonesia,2003,IDN,Asia Pacific,Asia Pacific,4.73
Indonesia,2004,IDN,Asia Pacific,Asia Pacific,4.3
Indonesia,2005,IDN,Asia Pacific,Asia Pacific,4.19
Indonesia,2006,IDN,Asia Pacific,Asia Pacific,4.37
Indonesia,2007,IDN,Asia Pacific,Asia Pacific,3.98874
Indonesia,2008,IDN,Asia Pacific,Asia Pacific,3.7475
Indonesia,2009,IDN,Asia Pacific,Asia Pacific,4.303
Indonesia,2010,IDN,Asia Pacific,Asia Pacific,4.23
Indonesia,2011,IDN,Asia Pacific,Asia Pacific,3.74133
Indonesia,2012,IDN,Asia Pacific,Asia Pacific,3.74133
Indonesia,2013,IDN,Asia Pacific,Asia Pacific,3.6925
Indonesia,2014,IDN,Asia Pacific,Asia Pacific,3.6245
Indonesia,2015,IDN,Asia Pacific,Asia Pacific,3.60253
Indonesia,2016,IDN,Asia Pacific,Asia Pacific,3.3069
Indonesia,2017,IDN,Asia Pacific,Asia Pacific,3.1709
Indonesia,2018,IDN,Asia Pacific,Asia Pacific,3.1543
Indonesia,2019,IDN,Asia Pacific,Asia Pacific,2.48397
Indonesia,2020,IDN,Asia Pacific,Asia Pacific,2.44
Iran,1980,IRN,Middle East,Middle East,58.296
Iran,1981,IRN,Middle East,Middle East,57.02
Iran,1982,IRN,Middle East,Middle East,56.148
Iran,1983,IRN,Middle East,Middle East,55.257
Iran,1984,IRN,Middle East,Middle East,58.874
Iran,1985,IRN,Middle East,Middle East,59.0
Iran,1986,IRN,Middle East,Middle East,92.86
Iran,1987,IRN,Middle East,Middle East,92.86
Iran,1988,IRN,Middle East,Middle East,92.86
Iran,1989,IRN,Middle East,Middle East,92.86
Iran,1990,IRN,Middle East,Middle East,92.85
Iran,1991,IRN,Middle East,Middle East,92.86
Iran,1992,IRN,Middle East,Middle East,92.86
Iran,1993,IRN,Middle East,Middle East,92.86
Iran,1994,IRN,Middle East,Middle East,94.3
Iran,1995,IRN,Middle East,Middle East,93.7
Iran,1996,IRN,Middle East,Middle East,92.6
Iran,1997,IRN,Middle East,Middle East,92.6
Iran,1998,IRN,Middle East,Middle East,93.7
Iran,1999,IRN,Middle East,Middle East,93.1
Iran,2000,IRN,Middle East,Middle East,99.53
Iran,2001,IRN,Middle East,Middle East,99.08
Iran,2002,IRN,Middle East,Middle East,130.69
Iran,2003,IRN,Middle East,Middle East,133.25
Iran,2004,IRN,Middle East,Middle East,132.74
Iran,2005,IRN,Middle East,Middle East,137.49
Iran,2006,IRN,Middle East,Middle East,138.4
Iran,2007,IRN,Middle East,Middle East,136.15
Iran,2008,IRN,Middle East,Middle East,137.62
Iran,2009,IRN,Middle East,Middle East,137.01
Iran,2010,IRN,Middle East,Middle East,151.17
Iran,2011,IRN,Middle East,Middle East,154.58
Iran,2012,IRN,Middle East,Middle East,157.3
Iran,2013,IRN,Middle East,Middle East,157.8
Iran,2014,IRN,Middle East,Middle East,157.53
Iran,2015,IRN,Middle East,Middle East,158.4
Iran,2016,IRN,Middle East,Middle East,157.2
Iran,2017,IRN,Middle East,Middle East,155.6
Iran,2018,IRN,Middle East,Middle East,155.6
Iran,2019,IRN,Middle East,Middle East,157.8
Iran,2020,IRN,Middle East,Middle East,157.8
Iraq,1980,IRQ,Middle East,Middle East,30.0
Iraq,1981,IRQ,Middle East,Middle East,32.0
Iraq,1982,IRQ,Middle East,Middle East,59.0
Iraq,1983,IRQ,Middle East,Middle East,65.0
Iraq,1984,IRQ,Middle East,Middle East,65.0
Iraq,1985,IRQ,Middle East,Middle East,65.0
Iraq,1986,IRQ,Middle East,Middle East,72.0
Iraq,1987,IRQ,Middle East,Middle East,100.0
Iraq,1988,IRQ,Middle East,Middle East,100.0
Iraq,1989,IRQ,Middle East,Middle East,100.0
Iraq,1990,IRQ,Middle East,Middle East,100.0
Iraq,1991,IRQ,Middle East,Middle East,100.0
Iraq,1992,IRQ,Middle East,Middle East,100.0
Iraq,1993,IRQ,Middle East,Middle East,100.0
Iraq,1994,IRQ,Middle East,Middle East,100.0
Iraq,1995,IRQ,Middle East,Middle East,100.0
Iraq,1996,IRQ,Middle East,Middle East,112.0
Iraq,1997,IRQ,Middle East,Middle East,112.5
Iraq,1998,IRQ,Middle East,Middle East,112.5
Iraq,1999,IRQ,Middle East,Middle East,112.5
Iraq,2000,IRQ,Middle East,Middle East,112.5
Iraq,2001,IRQ,Middle East,Middle East,115.0
Iraq,2002,IRQ,Middle East,Middle East,115.0
Iraq,2003,IRQ,Middle East,Middle East,115.0
Iraq,2004,IRQ,Middle East,Middle East,115.0
Iraq,2005,IRQ,Middle East,Middle East,115.0
Iraq,2006,IRQ,Middle East,Middle East,115.0
Iraq,2007,IRQ,Middle East,Middle East,115.0
Iraq,2008,IRQ,Middle East,Middle East,115.0
Iraq,2009,IRQ,Middle East,Middle East,115.0
Iraq,2010,IRQ,Middle East,Middle East,115.0
Iraq,2011,IRQ,Middle East,Middle East,143.1
Iraq,2012,IRQ,Middle East,Middle East,140.3
Iraq,2013,IRQ,Middle East,Middle East,144.211
Iraq,2014,IRQ,Middle East,Middle East,143.069
Iraq,2015,IRQ,Middle East,Middle East,142.503
Iraq,2016,IRQ,Middle East,Middle East,148.766
Iraq,2017,IRQ,Middle East,Middle East,147.223
Iraq,2018,IRQ,Middle East,Middle East,145.019
Iraq,2019,IRQ,Middle East,Middle East,145.019
Iraq,2020,IRQ,Middle East,Middle East,145.019
Italy,1980,ITA,Europe,Europe,0.37845
Italy,1981,ITA,Europe,Europe,0.37845
Italy,1982,ITA,Europe,Europe,0.416295
Italy,1983,ITA,Europe,Europe,0.431433
Italy,1984,ITA,Europe,Europe,0.620658
Italy,1985,ITA,Europe,Europe,0.635796
Italy,1986,ITA,Europe,Europe,0.643365
Italy,1987,ITA,Europe,Europe,0.68121
Italy,1988,ITA,Europe,Europe,0.802314
Italy,1989,ITA,Europe,Europe,0.764469
Italy,1990,ITA,Europe,Europe,0.764469
Italy,1991,ITA,Europe,Europe,0.825021
Italy,1992,ITA,Europe,Europe,0.643365
Italy,1993,ITA,Europe,Europe,0.643365
Italy,1994,ITA,Europe,Europe,0.7569
Italy,1995,ITA,Europe,Europe,0.772038
Italy,1996,ITA,Europe,Europe,0.7569
Italy,1997,ITA,Europe,Europe,0.643365
Italy,1998,ITA,Europe,Europe,0.635796
Italy,1999,ITA,Europe,Europe,0.635796
Italy,2000,ITA,Europe,Europe,0.597951
Italy,2001,ITA,Europe,Europe,0.567675
Italy,2002,ITA,Europe,Europe,0.554096214
Italy,2003,ITA,Europe,Europe,0.505109646
Italy,2004,ITA,Europe,Europe,0.462700539
Italy,2005,ITA,Europe,Europe,0.459680508
Italy,2006,ITA,Europe,Europe,0.450484173
Italy,2007,ITA,Europe,Europe,0.456478821
Italy,2008,ITA,Europe,Europe,0.469520208
Italy,2009,ITA,Europe,Europe,0.527998302
Italy,2010,ITA,Europe,Europe,0.579755124
Italy,2011,ITA,Europe,Europe,0.577681218
Italy,2012,ITA,Europe,Europe,0.621149985
Italy,2013,ITA,Europe,Europe,0.603438525
Italy,2014,ITA,Europe,Europe,0.641904183
Italy,2015,ITA,Europe,Europe,0.616956759
Italy,2016,ITA,Europe,Europe,0.540570411
Italy,2017,ITA,Europe,Europe,0.592228836
Italy,2018,ITA,Europe,Europe,0.573972408
Italy,2019,ITA,Europe,Europe,0.551810376
Italy,2020,ITA,Europe,Europe,0.604074321
Kazakhstan,1991,KAZ,CIS,CIS,5.187
Kazakhstan,1992,KAZ,CIS,CIS,5.187
Kazakhstan,1993,KAZ,CIS,CIS,5.187
Kazakhstan,1994,KAZ,CIS,CIS,5.318
Kazakhstan,1995,KAZ,CIS,CIS,5.318
Kazakhstan,1996,KAZ,CIS,CIS,5.318
Kazakhstan,1997,KAZ,CIS,CIS,5.318
Kazakhstan,1998,KAZ,CIS,CIS,5.4
Kazakhstan,1999,KAZ,CIS,CIS,5.4
Kazakhstan,2000,KAZ,CIS,CIS,5.4
Kazakhstan,2001,KAZ,CIS,CIS,5.4
Kazakhstan,2002,KAZ,CIS,CIS,5.4
Kazakhstan,2003,KAZ,CIS,CIS,9.0
Kazakhstan,2004,KAZ,CIS,CIS,9.0
Kazakhstan,2005,KAZ,CIS,CIS,9.0
Kazakhstan,2006,KAZ,CIS,CIS,9.0
Kazakhstan,2007,KAZ,CIS,CIS,30.0
Kazakhstan,2008,KAZ,CIS,CIS,30.0
Kazakhstan,2009,KAZ,CIS,CIS,30.0
Kazakhstan,2010,KAZ,CIS,CIS,30.0
Kazakhstan,2011,KAZ,CIS,CIS,30.0
Kazakhstan,2012,KAZ,CIS,CIS,30.0
Kazakhstan,2013,KAZ,CIS,CIS,30.0
Kazakhstan,2014,KAZ,CIS,CIS,30.0
Kazakhstan,2015,KAZ,CIS,CIS,30.0
Kazakhstan,2016,KAZ,CIS,CIS,30.0
Kazakhstan,2017,KAZ,CIS,CIS,30.0
Kazakhstan,2018,KAZ,CIS,CIS,30.0
Kazakhstan,2019,KAZ,CIS,CIS,30.0
Kazakhstan,2020,KAZ,CIS,CIS,30.0
Kuwait,1980,KWT,Middle East,Middle East,67.93
Kuwait,1981,KWT,Middle East,Middle East,67.73
Kuwait,1982,KWT,Middle East,Middle East,67.15
Kuwait,1983,KWT,Middle East,Middle East,67.0
Kuwait,1984,KWT,Middle East,Middle East,92.71
Kuwait,1985,KWT,Middle East,Middle East,92.464
Kuwait,1986,KWT,Middle East,Middle East,94.522
Kuwait,1987,KWT,Middle East,Middle East,94.525
Kuwait,1988,KWT,Middle East,Middle East,94.525
Kuwait,1989,KWT,Middle East,Middle East,97.125
Kuwait,1990,KWT,Middle East,Middle East,97.025
Kuwait,1991,KWT,Middle East,Middle East,96.5
Kuwait,1992,KWT,Middle East,Middle East,96.5
Kuwait,1993,KWT,Middle East,Middle East,96.5
Kuwait,1994,KWT,Middle East,Middle East,96.5
Kuwait,1995,KWT,Middle East,Middle East,96.5
Kuwait,1996,KWT,Middle East,Middle East,96.5
Kuwait,1997,KWT,Middle East,Middle East,96.5
Kuwait,1998,KWT,Middle East,Middle East,96.5
Kuwait,1999,KWT,Middle East,Middle East,96.5
Kuwait,2000,KWT,Middle East,Middle East,96.5
Kuwait,2001,KWT,Middle East,Middle East,96.5
Kuwait,2002,KWT,Middle East,Middle East,96.5
Kuwait,2003,KWT,Middle East,Middle East,99.0
Kuwait,2004,KWT,Middle East,Middle East,101.5
Kuwait,2005,KWT,Middle East,Middle East,101.5
Kuwait,2006,KWT,Middle East,Middle East,101.5
Kuwait,2007,KWT,Middle East,Middle East,101.5
Kuwait,2008,KWT,Middle East,Middle East,101.5
Kuwait,2009,KWT,Middle East,Middle East,101.5
Kuwait,2010,KWT,Middle East,Middle East,101.5
Kuwait,2011,KWT,Middle East,Middle East,101.5
Kuwait,2012,KWT,Middle East,Middle East,101.5
Kuwait,2013,KWT,Middle East,Middle East,101.5
Kuwait,2014,KWT,Middle East,Middle East,101.5
Kuwait,2015,KWT,Middle East,Middle East,101.5
Kuwait,2016,KWT,Middle East,Middle East,101.5
Kuwait,2017,KWT,Middle East,Middle East,101.5
Kuwait,2018,KWT,Middle East,Middle East,101.5
Kuwait,2019,KWT,Middle East,Middle East,101.5
Kuwait,2020,KWT,Middle East,Middle East,101.5
Libya,1980,LBY,Africa,Northern Africa,20.33
Libya,1981,LBY,Africa,Northern Africa,22.6
Libya,1982,LBY,Africa,Northern Africa,22.186
Libya,1983,LBY,Africa,Northern Africa,21.784
Libya,1984,LBY,Africa,Northern Africa,21.425
Libya,1985,LBY,Africa,Northern Africa,21.3
Libya,1986,LBY,Africa,Northern Africa,22.8
Libya,1987,LBY,Africa,Northern Africa,22.8
Libya,1988,LBY,Africa,Northern Africa,22.8
Libya,1989,LBY,Africa,Northern Africa,22.8
Libya,1990,LBY,Africa,Northern Africa,22.8
Libya,1991,LBY,Africa,Northern Africa,22.8
Libya,1992,LBY,Africa,Northern Africa,22.8
Libya,1993,LBY,Africa,Northern Africa,22.8
Libya,1994,LBY,Africa,Northern Africa,22.8
Libya,1995,LBY,Africa,Northern Africa,29.5
Libya,1996,LBY,Africa,Northern Africa,29.5
Libya,1997,LBY,Africa,Northern Africa,29.5
Libya,1998,LBY,Africa,Northern Africa,29.5
Libya,1999,LBY,Africa,Northern Africa,29.5
Libya,2000,LBY,Africa,Northern Africa,36.0
Libya,2001,LBY,Africa,Northern Africa,36.0
Libya,2002,LBY,Africa,Northern Africa,36.0
Libya,2003,LBY,Africa,Northern Africa,39.126
Libya,2004,LBY,Africa,Northern Africa,39.126
Libya,2005,LBY,Africa,Northern Africa,41.464
Libya,2006,LBY,Africa,Northern Africa,41.464
Libya,2007,LBY,Africa,Northern Africa,43.663
Libya,2008,LBY,Africa,Northern Africa,44.271
Libya,2009,LBY,Africa,Northern Africa,46.422
Libya,2010,LBY,Africa,Northern Africa,47.097
Libya,2011,LBY,Africa,Northern Africa,48.014
Libya,2012,LBY,Africa,Northern Africa,48.472
Libya,2013,LBY,Africa,Northern Africa,48.363
Libya,2014,LBY,Africa,Northern Africa,48.363
Libya,2015,LBY,Africa,Northern Africa,48.363
Libya,2016,LBY,Africa,Northern Africa,48.363
Libya,2017,LBY,Africa,Northern Africa,48.363
Libya,2018,LBY,Africa,Northern Africa,48.363
Libya,2019,LBY,Africa,Northern Africa,48.363
Libya,2020,LBY,Africa,Northern Africa,48.363
Malaysia,1980,MYS,Asia Pacific,Asia Pacific,1.450251
Malaysia,1981,MYS,Asia Pacific,Asia Pacific,1.438965
Malaysia,1982,MYS,Asia Pacific,Asia Pacific,1.61139
Malaysia,1983,MYS,Asia Pacific,Asia Pacific,1.850904
Malaysia,1984,MYS,Asia Pacific,Asia Pacific,1.922382
Malaysia,1985,MYS,Asia Pacific,Asia Pacific,1.895421
Malaysia,1986,MYS,Asia Pacific,Asia Pacific,1.822062
Malaysia,1987,MYS,Asia Pacific,Asia Pacific,1.832094
Malaysia,1988,MYS,Asia Pacific,Asia Pacific,1.914858
Malaysia,1989,MYS,Asia Pacific,Asia Pacific,1.845261
Malaysia,1990,MYS,Asia Pacific,Asia Pacific,1.909215
Malaysia,1991,MYS,Asia Pacific,Asia Pacific,3.519978
Malaysia,1992,MYS,Asia Pacific,Asia Pacific,3.834105
Malaysia,1993,MYS,Asia Pacific,Asia Pacific,2.6961
Malaysia,1994,MYS,Asia Pacific,Asia Pacific,2.578224
Malaysia,1995,MYS,Asia Pacific,Asia Pacific,2.508
Malaysia,1996,MYS,Asia Pacific,Asia Pacific,2.41395
Malaysia,1997,MYS,Asia Pacific,Asia Pacific,2.43276
Malaysia,1998,MYS,Asia Pacific,Asia Pacific,2.14434
Malaysia,1999,MYS,Asia Pacific,Asia Pacific,2.12553
Malaysia,2000,MYS,Asia Pacific,Asia Pacific,2.12553
Malaysia,2001,MYS,Asia Pacific,Asia Pacific,2.65221
Malaysia,2002,MYS,Asia Pacific,Asia Pacific,2.85285
Malaysia,2003,MYS,Asia Pacific,Asia Pacific,3.02841
Malaysia,2004,MYS,Asia Pacific,Asia Pacific,3.3231
Malaysia,2005,MYS,Asia Pacific,Asia Pacific,3.294258
Malaysia,2006,MYS,Asia Pacific,Asia Pacific,2.706132
Malaysia,2007,MYS,Asia Pacific,Asia Pacific,3.422166
Malaysia,2008,MYS,Asia Pacific,Asia Pacific,3.459159
Malaysia,2009,MYS,Asia Pacific,Asia Pacific,3.634
Malaysia,2010,MYS,Asia Pacific,Asia Pacific,3.572
Malaysia,2011,MYS,Asia Pacific,Asia Pacific,3.739
Malaysia,2012,MYS,Asia Pacific,Asia Pacific,3.688
Malaysia,2013,MYS,Asia Pacific,Asia Pacific,3.8
